ID,Drug,Name,SMILES
408,DB00960,Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12
409,DB00963,Bromfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
410,DB00966,Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
411,DB00968,Methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
412,DB00969,Alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
413,DB00975,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
414,DB00977,Ethinylestradiol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
415,DB00982,Isotretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
416,DB00983,Formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
417,DB00987,Cytarabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
418,DB00988,Dopamine,NCCc1ccc(O)c(O)c1
419,DB00989,Rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
420,DB00990,Exemestane,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
421,DB00991,Oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
422,DB00992,Methyl aminolevulinate,COC(=O)CCC(=O)CN
423,DB00993,Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
424,DB00995,Auranofin,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
425,DB00996,Gabapentin,NCC1(CC(=O)O)CCCCC1
426,DB00997,Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
427,DB00998,Frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
428,DB00999,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
429,DB01001,Salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
430,DB01002,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
431,DB01003,Cromoglicic acid,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
432,DB01005,Hydroxyurea,NC(=O)NO
433,DB01006,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
434,DB01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O
435,DB01009,Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
436,DB01013,Clobetasol propionate,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
437,DB01014,Balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
438,DB01016,Glyburide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
439,DB01017,Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
440,DB01018,Guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
441,DB01019,Bethanechol,CC(C[N+](C)(C)C)OC(N)=O
442,DB01020,Isosorbide mononitrate,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
443,DB01023,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
444,DB01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
445,DB01030,Topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
446,DB01033,Mercaptopurine,S=c1nc[nH]c2nc[nH]c12
447,DB01035,Procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
448,DB01039,Fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
449,DB01041,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
450,DB01042,Melphalan,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
451,DB01043,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
452,DB01045,Rifampicin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
453,DB01050,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1
454,DB01058,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
455,DB01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
456,DB01063,Acetophenazine,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
457,DB01064,Isoprenaline,CC(C)NCC(O)c1ccc(O)c(O)c1
458,DB01067,Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
459,DB01068,Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
460,DB01069,Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
461,DB01070,Dihydrotachysterol,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C
462,DB01072,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
463,DB01073,Fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
464,DB01075,Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1
465,DB01076,Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
466,DB01080,Vigabatrin,C=CC(N)CCC(=O)O
467,DB01083,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
468,DB01085,Pilocarpine,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
469,DB01086,Benzocaine,CCOC(=O)c1ccc(N)cc1
470,DB01088,Iloprost,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
471,DB01095,Fluvastatin,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
472,DB01098,Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
473,DB01099,Flucytosine,Nc1nc(=O)[nH]cc1F
474,DB01101,Capecitabine,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
475,DB01104,Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
476,DB01105,Sibutramine,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
477,DB01109,Heparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
478,DB01110,Miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
479,DB01113,Papaverine,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
480,DB01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
481,DB01118,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
482,DB01120,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1
483,DB01122,Ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
484,DB01124,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
485,DB01125,Anisindione,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
486,DB01128,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
487,DB01129,Rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
488,DB01132,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
489,DB01133,Tiludronic acid,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
490,DB01136,Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
491,DB01137,Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
492,DB01142,Doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21
493,DB01143,Amifostine,NCCCNCCSP(=O)(O)O
494,DB01148,Flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
495,DB01151,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21
496,DB01156,Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
497,DB01157,Trimetrexate,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
498,DB01161,Chloroprocaine,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
499,DB01162,Terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
500,DB01165,Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
501,DB01167,Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
502,DB01169,Arsenic trioxide,O=[As]O[As]=O
503,DB01170,Guanethidine,NC(N)=NCCN1CCCCCCC1
504,DB01173,Orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1
505,DB01174,Phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
506,DB01175,Escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
507,DB01176,Cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
508,DB01177,Idarubicin,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
509,DB01181,Ifosfamide,O=P1(NCCCl)OCCCN1CCCl
510,DB01182,Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
511,DB01185,Fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
512,DB01186,Pergolide,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
513,DB01188,Ciclopirox,Cc1cc(C2CCCCC2)n(O)c(=O)c1
514,DB01189,Desflurane,FC(F)OC(F)C(F)(F)F
515,DB01192,Oxymorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
516,DB01193,Acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
517,DB01194,Brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
518,DB01195,Flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
519,DB01196,Estramustine,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
520,DB01197,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
521,DB01200,Bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
522,DB01202,Levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O
523,DB01203,Nadolol,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
524,DB01204,Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
525,DB01210,Levobunolol,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
526,DB01214,Metipranolol,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
527,DB01216,Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
528,DB01217,Anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
529,DB01219,Dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
530,DB01221,Ketamine,CNC1(c2ccccc2Cl)CCCCC1=O
531,DB01222,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
532,DB01223,Aminophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
533,DB01224,Quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
534,DB01225,Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
535,DB01228,Encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
536,DB01229,Paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
537,DB01231,Diphenidol,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
538,DB01232,Saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
539,DB01233,Metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
540,DB01234,Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
541,DB01235,Levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
542,DB01238,Aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
543,DB01240,Epoprostenol,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
544,DB01241,Gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
545,DB01242,Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
546,DB01244,Bepridil,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
547,DB01248,Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
548,DB01254,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
549,DB01255,Lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
550,DB01258,Aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
551,DB01259,Lapatinib,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
552,DB01260,Desonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
553,DB01261,Sitagliptin,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
554,DB01262,Decitabine,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
555,DB01267,Paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
556,DB01268,Sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
557,DB01275,Hydralazine,NNc1nncc2ccccc12
558,DB01291,Pirbuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
559,DB01296,Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
560,DB01320,Fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
561,DB01327,Cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
562,DB01351,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
563,DB01356,Lithium cation,[Li+]
564,DB01359,Penbutolol,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
565,DB01364,Ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1
566,DB01367,Rasagiline,C#CCN[C@@H]1CCc2ccccc21
567,DB01378,Magnesium cation,[Mg+2]
568,DB01394,Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
569,DB01395,Drospirenone,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
570,DB01399,Salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
571,DB01400,Neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
572,DB01402,Bismuth subsalicylate,O=C1O[Bi](O)Oc2ccccc21
573,DB01403,Methotrimeprazine,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
574,DB01406,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
575,DB01410,Ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
576,DB01427,Amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O
577,DB01551,Dihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
578,DB01576,Dextroamphetamine,C[C@H](N)Cc1ccccc1
579,DB01577,Metamfetamine,CN[C@@H](C)Cc1ccccc1
580,DB01579,Phendimetrazine,C[C@H]1[C@H](c2ccccc2)OCCN1C
581,DB01590,Everolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
582,DB01623,Thiothixene,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
583,DB01677,Fumaric acid,O=C(O)/C=C/C(=O)O
584,DB02546,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO
585,DB03796,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O
586,DB03904,Urea,NC(N)=O
587,DB04272,Citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O
588,DB04844,Tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
589,DB04861,Nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
590,DB05259,Glatiramer,CC(C(=O)O)N.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N
591,DB06285,Teriparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N
592,DB06287,Temsirolimus,CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
