Name,Disease,Description
"tachycardia, supraventricular",D013617,"Supraventricular tachycardia (SVT), OMIM ID 'D013617', is a pathophysiological condition typically manifested by episodic rapid heart rhythms originating above the ventricular level. This rhythm disorder has a complex genetic substrate with several associated genes, most notably GJA1, ADORA2A, and HCN4, producing proteins like connexin 43, adenosine A2a receptor, and the funny current channel underlying sinoatrial node automaticity, respectively. These are intricately involved with the adrenergic and adenosine signal pathways, dictating the cardiac impulse initiation and propagation. Pharmacological intervention for SVT often includes drugs such as beta-blockers, acting by reducing heart rate and contractility; calcium channel blockers, that inhibit calcium influx leading to heart rate reduction; and adenosine itself, inducing transient AV node block. The condition, quite insidious in nature, can be linked to comorbidities like anxiety and panic disorders, as well as serious complications like heart failure or stroke due to compromised cardiac output. Clinically, patients may present with palpitations, light-headedness, shortness of breath, and in severe cases, may experience syncope. Known variants of this disease include reentrant SVTs like AV nodal reentrant tachycardia and accessory pathway mediated tachycardias. Its inheritance pattern is typically autosomal dominant, demonstrating the disease's genetic component. Delivering an accurate diagnosis generally encompasses 12-lead electrocardiography, where paroxysmal SVT reveals an abnormally fast heart rate without necessarily showing P waves, and additional tests like electrophysiological studies assist in discerning SVT type and underlying pathway."
colorectal neoplasms,D015179,"Colorectal neoplasms, a multifaceted disease primarily characterized by the aberrant growth of cells in the colon or rectum, encompass various types such as adenocarcinomas, carcinoid tumors, and lymphomas. It's genetic predisposition is exemplified by the association with mutations in several genes, including APC, KRAS, and TP53, which are chiefly responsible for cell cycle regulation and apoptotic mechanisms. These specific genetic alterations can trigger deleterious pathways such as Wnt/??-catenin and PI3K/AKT, contributing towards unabating cellular proliferation. Clinical presentation typically exhibits symptoms like abdominal discomfort, altered bowel habits, and rectal bleeding. Diagnostic criteria envisages a myriad of procedures such as colonoscopy, biopsy, fecal occult blood test and imaging techniques. Notably, Lynch syndrome and familial adenomatous polyposis are recognized as key genetic syndromes, demonstrating an autosomal dominant inheritance pattern and inciting an intense predisposition to this disease. The ubiquitous presence of colorectal neoplasms often heralds comorbidities like anemia and weight loss, with potential life-threatening complications of bowel obstruction and perforation. Therapeutic interventions commonly entail prescription drugs like 5-Fluorouracil (inhibits thymidylate synthase), Irinotecan (topoisomerase I inhibitor), and Bevacizumab (VEGF inhibitor), each possessing distinctive mechanisms, from disrupting DNA synthesis to stifling neoangiogenesis, thus crippling tumor growth. By integrating such diverse information spanning genetic, molecular, clinical, and pharmacological domains, it reinforces the concept of colorectal neoplasms as a biomolecularly rich and clinically intricate condition."
abdominal pain,D015746,"Abdominal pain, a symptom rather than a standalone disease, is often a sign of gastrointestinal disorders or diseases. It can be linked to a multitude of genetic and environmental factors. Although not directly aligned with a specific OMIM ID, 'D015746' refers to its classification within the Disease Ontology. Genetic factors may include mutations in genes like ACADM, TRPV1 and SCN9A, encoding for medium-chain acyl-CoA dehydrogenase, transient receptor potential vanilloid 1, and sodium channel protein type 9 subunit alpha, respectively. These proteins play crucial roles in metabolism, heat perception, and nociception. Mutations can result in dysfunctions, leading to abdominal pain. There's evidence to suggest that this pain may involve intracellular signaling pathways associated with pain perception and inflammation, including the mitogen-activated protein kinase (MAPK) pathway and the cyclooxygenase (COX) pathway. Frequently prescribed drugs for medical management employ diverse mechanisms, such as Non-steroidal anti-inflammatory drugs (NSAIDs) like ibuprofen that inhibit COX enzyme, antispasmodics like hyoscine butylbromide that relieve muscle spasms in the gastrointestinal tract, and painkillers like opioids that work by blocking pain signals to the brain. Patients may present with accompanying symptoms like bloating, loss of appetite, and nausea. Common comorbidities include irritable bowel syndrome (IBS), gastric ulcers, and Crohn's disease; complications could follow if the root cause is not identified and treated promptly, which may result in chronic pain, malnutrition, or in severe cases - organ failure. Precise diagnostic criteria include a comprehensive history and physical examination followed by laboratory tests based on the suspected underlying condition; these may include complete blood counts, liver function tests, or even genetic testing for specific mutations if a hereditary disorder is suspected. Still, the nature of such pain varies greatly from sporadic to chronic and from mild to severe, thus making the understanding and management of it an ongoing challenge in medical research and practice.
"
"lymphoma, large b-cell, diffuse",D016403,"Diffuse large B-cell lymphoma (DLBCL), denoted by OMIM ID D016403, is an aggressive form of non-Hodgkin lymphoma primarily implicating genes such as BCL2, BCL6, and MYC, which may undergo translocation, amplification, or mutation thereby disrupting their role in cellular growth regulation. Disease propagation generally stems from perturbations in the NF-??B pathway, which can cause unchecked cellular proliferation. Patients with DLBCL are often administered drugs like Rituximab?€?a monoclonal antibody that binds to CD20 on B-cells promoting immune-mediated destruction?€?Cyclophosphamide, an alkylating agent that interferes with cell division, and Doxorubicin, which inhibits topoisomerase II and impedes DNA replication. Comorbidities may include immune disorders and secondary malignancies, with the most severe complication being life-threatening organ failure. Characterized by the rapid growth of enlarged lymph nodes, DLBCL is often accompanied by systemic symptoms such as fever, night sweats, and weight loss. There are several types of DLBCL, including the germinal center B-cell-like (GCB) and activated B-cell-like (ABC) subtypes, among others, that exhibit distinct genetic signatures and outcomes. Genetic predisposition may partly contribute to DLBCL development, demonstrated by familial clustering, although specific inheritance patterns have yet to be firmly established. For diagnosis, patients typically undergo a lymph node biopsy where morphological assessment, immunohistochemistry, and flow cytometry are performed to confirm large B-cell proliferation and to distinguish DLBCL from other lymphomas."
lethargy,D053609,"Lethargy, associated with OMIM ID 'D053609', is a non-specific symptom often associated with chronic disorders, signaling a lower than normal level of energy. Molecular genetics link lethargy to perturbations in various genes like NDUFA1, SDHB, and COX10, which primarily code for proteins involved in mitochondrial energy production pathways. Specifically, these proteins contribute to oxidative phosphorylation processes, any disruption or mutation of which can lead to impaired energy generation and symptoms of fatigue or lethargy. Treatments typically revolve around managing the underlying pathologies, with standard symptomatic relief provided by drugs such as modafinil, stimulant amphetamines, and armodafinil, which tend to enhance dopamine output in the brain to increase wakefulness. Lethargy is often witnessed as a comorbidity with diseases such as hypothyroidism, anemia, and chronic fatigue syndrome and could lead to additional complications like decreased productivity and depression. As a symptom rather than a distinct disease, lethargy does not have types per se but varies in intensity and duration with each individual case. Often, lethargy is seen in the context of mitochondrial disorders, which can display an inheritance pattern that is commonly mitochondrial or autosomal recessive. The disease's genetic component is often linked to mutations in genes instrumental in energy production, metabolism, or cellular rejuvenation. Diagnostic criteria for lethargy require careful patient history, physical examination, and potentially, laboratories investigating anemia, thyroid function, and occasionally genetic testing. Despite the complexities and multifactorial attributes of lethargy, a disciplined, systemic approach can often untangle and address its underpinnings effectively.
"
leukoencephalopathies,D056784,"Leukoencephalopathies, characterized by the progressive degeneration of the white matter in the brain, encompass a spectrum of hereditary and acquired diseases resulting from genetic mutations affecting key metabolic pathways. As per the Online Mendelian Inheritance in Man (OMIM) identification number D056784, the primary associated genes, for example, involve PLP1, CSF1R, and EIF2B5, which respectively code for proteolipid protein 1, colony stimulating factor 1 receptor, and eukaryotic translation initiation factor 2B subunit epsilon - pivotal elements in the myelination process and white matter integrity. Disease manifestations are primarily driven by defects in the UDP-galactose/CMP-sialic acid transport pathway, characterized by impaired intracellular trafficking of key molecules, contributing to neuroinflammation and ultimately, neuronal death. Pharmacological intervention primarily involves symptomatic management using drugs such as Baclofen, Dantrolene, and Tizanidine, which modulate the muscle tone by acting on the central nervous system. Common comorbidities and complications often include spasticity, seizures, and cognitive decline, radically impairing quality of life. Clinically, patients typically present symptoms like ataxia, spasticity, dysarthria along with radiological signs of demyelination. The disease exhibits various subtypes including Canavan disease, Alexander disease, and Metachromatic Leukodystrophy, wherein each subtype is defined by a unique set of genetic mutations, clinical phenotypes and disease progression. Notably, most leukoencephalopathies exhibit autosomal recessive patterns of inheritance, however, certain forms like Pelizaeus-Merzbacher disease due to PLP1 gene mutation display X-linked inheritance. Diagnosis primarily involves genetic testing employing Next-Generation Sequencing, aided by MRI scans demonstrating distinctive white matter abnormalities. Collectively, this summary underscores the complexity of leukoencephalopathies, necessitating a combination of clinical, radiological, and molecular diagnostic approaches for accurate identification and treatment."
acidosis,D000138,"Acidosis (OMIM ID 'D000138') is a metabolic disorder categorized into two primary forms, respiratory and metabolic acidosis, wherein the body produces an excess of acid or the kidneys fail to appropriately eliminate it from the body. Identified genes implicated in acidosis include SLC4A1, CA2, and ATP6V1B1, where mutations often disrupt key proteins involved in acid-base homeostasis, leading to derangements in physiological pH balance. The disease can be triggered through failed bicarbonate absorption in the case of the ATP6V1B1 gene, defective carbonic anhydrase II encoded by the CA2 gene, and malfunctioning anion exchanger 1 (AE1) due to SLC4A1 mutations, all integral parts of the acid-base balance signal pathway. In managing Acidosis, sodium bicarbonate, acetazolamide, and dichlorphenamide are often prescribed to regulate abnormal pH levels by increasing renal excretion of hydrogen ions or stimulating bicarbonate reabsorption. Comorbidities linked to acidosis encompass renal tubular acidosis and chronic respiratory diseases. Patients typically present symptoms such as rapid breathing, confusion, fatigue, and headache, and may develop severe complications, including shock or death, if untreated. Acidosis can be both genetically acquired and sporadic with multiple inheritance patterns like autosomal recessive and autosomal dominant as exemplified in distal renal tubular acidosis and carbonic anhydrase II deficiency, respectively. Diagnosis hinges on arterial blood gas (ABG) analysis, urinary anion gap, and genetic testing which assesses pH levels, renal function, and mutation presence for a definitive diagnosis.
"
"cholestasis, intrahepatic",D002780,"Intrahepatic cholestasis (OMIM ID 'D002780') is a complex genetic disorder characterized by impaired bile formation or flow, resulting in the accumulation of bile salts in the liver. Three significant gene mutations implicated in its pathogenesis are ATP8B1, ABCB11, and ABCC2 that encode protein products responsible for the transport of bile acids across hepatocellular membranes. Among these, mutations in ATP8B1 are most commonly known to disrupt the phosphatidylserine flippase pathway, crucial for maintaining lipid balance in hepatocyte membranes. Clinically, the disease presents varietally with fatigue, pruritus, hepatomegaly, and jaundice being common symptoms, while prolonged cholestasis can lead to cirrhosis, liver failure, and hepatocellular carcinoma - indicative of disease severity. Intrahepatic cholestasis is classifiable into different types, namely progressive familial intrahepatic cholestasis and benign recurrent intrahepatic cholestasis (BRIC), with distinctive inheritance patterns such as autosomal recessive affecting its epidemiology. Pharmacotherapeutically, Ursodeoxycholic acid, Rifampicin, and Cholestyramine are commonly used for treatment. Ursodeoxycholic acid enhances protective bile flow, Rifampicin regulates transcription of transporter proteins, while Cholestyramine binds with bile salts, facilitating fecal elimination and reducing their hepatic concentration. Baseline diagnostic criteria include deranged liver function tests, particularly elevated serum bile acids, while genetic testing aids in confirming the diagnosis and identifying the causal mutation. These details provide a comprehensive understanding of intrahepatic cholestasis, its implications, and therapeutic strategies, proving significant for clinical scenario handling and targeted genetic research."
colitis,D003092,"Colitis, OMIM ID 'D003092', is an inflammatory disease of the colon that can be grouped into two main types; Ulcerative Colitis (UC) and Microscopic Colitis. With key associated genes including HLA-DQA1, HLA-DQB1, and NOD2, this condition shares a complex genetic architecture with triggers including mutations of these genes leading to an imbalanced immune response. In the case of NOD2 mutations, increasing susceptibility to colitis occurs through the disruption functional signaling in the NF-kB pathway; a central mediator of inflammation and immune responses. Clinically, patients typically present gastrointestinal symptoms like rectal bleeding, diarhhea, abdominal pain, weight loss, and fatigue. Diagnosis typically relies on endoscopic identification of continuous mucosal inflammation, supported by histological analysis of biopsies confirming chronic inflammatory cells in the mucosa. Current pharmacological treatment relies primarily on anti-inflammatory drugs such as 5-aminosalicylic acid (5-ASA), corticosteroids, and immunomodulators like azathioprine and cyclosporine. These drugs function by reducing local inflammation in the gut and suppressing overall immune response. Individuals with colitis also exhibit an increased predisposition to colorectal cancer and irritable bowel syndrome, providing clear evidence of linked comorbidities and complications. Though it is not traditionally classified as a hereditary disease, studies have shown that relatives of colitis patients have a significantly higher risk of developing the disease, suggesting a genetic component to its emergence. Overall, the understanding of colitis is characterized by its complex interplay between genetic factors, immune dysregulation and environmental triggers."
colonic neoplasms,D003110,"Colonic neoplasms (OMIM ID 'D003110') are typically malignant growths originating from the colon's epithelial lining, with varying disease types including adenocarcinoma, mucinous carcinoma, and signet ring cell carcinoma. Various genes are associated with the disease, including APC, KRAS, and TP53. Mutations in the APC gene lead to uncontrolled growth of epithelial cells, while KRAS mutations are involved in cell proliferation and differentiation. TP53 mutations lead to defective apoptosis, leading to abnormal cell survival. The primary signal pathway associated with colonic neoplasms is the Wnt signaling pathway, which is crucial for cell growth and differentiation. The mutation of key molecular components in this pathway, such as ??-catenin, can lead to unchecked cellular proliferation. Drugs used for treatment include 5-fluorouracil, which inhibits DNA synthesis; bevacizumab, which inhibits vascular endothelial growth factor and angiogenesis; and cetuximab, which inhibits the epidermal growth factor receptor. Comorbidities may include familial adenomatous polyposis and Lynch syndrome, while complications include bowel obstruction, anemia, and systemic metastasis. Clinical symptoms usually include rectal bleeding, iron-deficiency anemia, abdominal pain, and noticeable alterations in bowel habits. Diagnostic criteria involve colonoscopy with biopsy for direct visualization and histopathological examination. Testing for mutations like microsatellite instability can support diagnosis. The inheritance can be sporadic, but certain types such as familial adenomatous polyposis follow an autosomal dominant pattern, highlighting the significant genetic component in the disease etiology."
diabetes mellitus,D003920,"Diabetes Mellitus (OMIM ID 'D003920') constitutes a heterogeneous group of metabolic disorders which includes types 1 and 2, and is characterized by chronic hyperglycemia resulting from defects in insulin secretion, insulin action, or both. Genes implicated in the condition notably include INS, which encodes insulin; HNF1A, a transcription factor regulating pancreatic beta-cell genes; and SLC30A8, which encodes a zinc transporter involved in insulin synthesis and secretion. Intricately linked with the PI3K/Akt signalling pathway, abnormalities in this cascade disrupt insulin-mediated glucose uptake and glycogen synthesis in target cells. Metformin, a first-line drug, works by suppressing hepatic glucose production, while Sulfonylureas like Glimepiride increase insulin release from the pancreas, and DPP-4 inhibitors such as Sitagliptin indirectly raise insulin via the incretin system. Comorbidities commonly associated with diabetes are hypertension, dyslipidemia, and obesity, while longstanding uncontrolled diabetes can lead to complications such as retinopathy, nephropathy, and neuropathy. A classic clinical presentation includes symptoms of polyuria, polydipsia, unexplained weight loss, and fatigue. Type 1 is often of autoimmune origin typically presenting in juvenility, whereas type 2 is polygenic and adult-onset, commonly exhibiting a pattern of multifactorial inheritance with interplay of environmental factors. Diagnostic criteria include HbA1c levels of 6.5% or higher, fasting plasma glucose levels of 7.0 mmol/L or higher, or 2-hour plasma glucose levels of 11.1 mmol/L or higher during oral glucose tolerance test. Genetic testing may be warranted in monogenic variants to confirm diagnosis and facilitate family counselling."
"diabetes mellitus, experimental",D003921,"Diabetes mellitus, experimental (OMIM ID: D003921) is a polygenic disorder, where heterogeneous defects can be linked to multiple genes such as insulin (INS), insulin receptor (INSR), and glucose transporter 2 (SLC2A2), spotlighting insulin production, action, and glucose transport respectively as key factors in the disease's pathogenesis. The cyclical interplay within the insulin signaling pathway, encompassing insulin receptor and downstream effectors such as the PI3K-AKT pathway, results in defective insulin signaling, compounding the impact of the disease. Pharmacological interventions often include metformin, an AMPK activator, aiming to suppress hepatic glucose production; Sulfonylureas, eliciting insulin release by closing K(ATP) channels; and GLP-1 agonists, promoting glucose-dependent insulin secretion. Notably, patients are susceptible to comorbidities including retinopathy, nephropathy, and neuropathy, accentuating the metabolic nature of the disease. The disease typically manifests with symptoms such as polydipsia, polyuria, and unexplained weight loss and can be further stratified into type 1, characterized by absolute insulin deficiency, and type 2 marked by insulin resistance. Though typically sporadic, studies reveal a significant genetic load with concordance rates among monozygotic twins reaching up to 80% in type 2 diabetes, underscoring the interplay between genetics and environment. Diagnostic criteria traditionally depend on elevated fasting plasma glucose levels or glycosylated hemoglobin (HbA1c) levels, supplemented by oral glucose tolerance tests to discern impaired glucose tolerance and insulin resistance. Collectively, this embodies the complexity of diabetes mellitus, experimental, necessitating a multifactorial therapeutic approach to control the multifaceted challenges it presents.
"
"diabetes mellitus, type 2",D003924,"Type 2 Diabetes Mellitus (T2DM), with the OMIM ID 'D003924', is a multifactorial and polygenic disorder. This metabolic disease is characterized by defective insulin secretion and insulin resistance, leading to hyperglycemia. This condition, often associated with obesity, often demonstrates genetic predisposition, illustrating Mendelian inheritance patterns in families through certain gene mutations like TCF7L2, KCNJ11, and PPARG. Notably, TCF7L2 gene mutations are associated with the Wnt signalling pathway, influencing in pancreatic beta cell function. Clinically, individuals with T2DM exhibit symptoms like polyuria, polydipsia, and unexplained weight loss. Significant comorbidities often include cardiovascular disease, kidney failure, and neuropathy. Treatment usually involves three categories of anti-diabetic medication such as Metformin, Glyburide, and Pioglitazone, which function by reducing hepatic glucose production, stimulating pancreatic insulin release, and increasing insulin sensitivity respectively. Diagnosis of such a condition relies on criteria which includes a fasting plasma glucose level of 126 mg/dL or more or HbA1c level of 6.5% or more, for which the oral glucose tolerance test (OGTT) is largely endorsed. This escalating global health problem warrants research efforts, primarily in pharmacology and genetics to curb its increasing morbidity and mortality rate."
hyperlipidemias,D006949,"Hyperlipidemias, designated by the OMIM identifier D006949, represents a group of disorders characterized by a high level of lipids (fats) in the blood. Genetically, various associated genes have been identified, including LDLR, which encodes the low density lipoprotein receptor, APOB, coding for apolipoprotein B and PCSK9, contributing to the production of proprotein convertase subtilisin/kexin type 9. These elements are central to the principal signaling pathway related to hyperlipidemia, the LDLR pathway, whose aberrant function enhances cholesterol deposition. Pharmacologically, statins like Simvastatin, PCSK9 inhibitors such as Evolocumab, and Bile acid sequestrants like Cholestyramine are frequently prescribed for hyperlipidemias. Precisely, they act by inhibiting HMG-CoA reductase, thus reducing LDL cholesterol synthesis, by blocking PCSK9 enhancing LDL clearance, and by interrupting the enterohepatic circulation of bile acids promoting conversion of cholesterol to bile, respectively. The disease often goes hand-in-hand with other health conditions, such as hypertension, diabetes and obesity, leading to complications such as atherosclerosis, coronary heart disease, and stroke. Hyperlipidemias often remain asymptomatic for many years until complications emerge, yet xanthomas?€?fatty deposits under the skin?€?can be a tell-tale sign. It branches into familial (type IIa and type IIb) and acquired hyperlipidemias, with autosomal dominant inheritance observed in genetic cases involving mutations like LDLR deficiency or Familial Hypercholesterolemia. Diagnostic proceed through serum lipid panels, indicating elevated levels of total cholesterol, LDL cholesterol, and triglycerides, and decreased high-density lipoprotein cholesterol. Thus, monitoring lipoprotein patterns, understanding genetic links, and judicious application of pharmacology constitute critical elements in managing hyperlipidemias."
hyperplasia,D006965,"Hyperplasia, denoted by OMIM ID D006965, is a complex pathological condition characterized by an abnormal increase in cell production within an organ or tissue, often contributing to the organ's increased volume. Molecular genetics have implicated several genes, such as PTEN, AKT1, and PIK3CA, whose mutations can cause types of hyperplasia due to disruption in key cellular pathways such as the PI3K/Akt/mTOR signalling pathway, which is vital in cell cycle regulation, growth, and survival. Pharmacologically, drugs like the mTOR inhibitors (e.g., Everolimus), PI3K inhibitors (Buparlisib), and anti-proliferative agents (e.g., Doxorubicin) are commonly used to manage hyperplasia with their respective mechanisms of action involving the reduction of cell proliferation and disruption of the PI3K/AKT/mTOR signalling pathway. Hyperplasia is often associated with comorbidities and complications such as cancer and organ dysfunction. The disease's nature may vary, ranging from benign, as seen in benign prostatic hyperplasia, to precancerous, as observed in endometrial hyperplasia. Typical clinical symptoms often rely on the affected organ, for instance, urinary frequency in prostatic hyperplasia. Several types of hyperplasia exist, distinguished by their aetiology or morphological characteristics, such as compensatory hyperplasia, hormonal hyperplasia, and sebaceous hyperplasia. Its inheritance pattern varies, with examples of autosomal dominant inheritance seen in familial adenomatous hyperplasia caused by APC gene mutations. Diagnostic criteria typically involve histological assessment of tissue samples obtained through biopsy for evidence of cellular proliferation, with adjunctive imaging modalities providing support."
"liver neoplasms, experimental",D008114,"Experimental liver neoplasms (OMIM ID: D008114) are a complex category of malignancies, often induced experimentally in research settings to elucidate the causative mutations and underlying mechanisms related to the development and progression of liver cancer. These tumors often result from mutations in several key genes such as TP53, CTNNB1, AKT1, and their corresponding proteins, which can disrupt normal cellular regulation and instigate aberrant cell proliferation. These genes generally belong to oncogenic signalling pathways such as the P13K/AKT/mTOR and Wnt/??-catenin pathways, with their dysregulation often leading to uncontrolled cell growth. Management of liver neoplasms typically involves systemic therapies, with drugs like sorafenib, lenvatinib, and regorafenib being commonly administered due to their multi-kinase inhibition effects, effectively thwarting unregulated cell growth. Liver neoplasms may lead to complications such as liver cirrhosis and portal hypertension, in part due to the hereditary nature and associated comorbidities. Clinically, patients may present with symptoms of jaundice, abdominal discomfort, and unexplained weight loss. Experimental liver neoplasms can adopt various morphological characteristics, with hepatocellular carcinoma (HCC) and cholangiocarcinoma (CC) being the most common types. Although this disease is largely sporadic, an underlying genetic component cannot be completely discounted given the recurrent familial instances of HCC. Lastly, their diagnosis hinges on histopathological conformation obtained through liver biopsy, supplemented by medical imaging techniques, and elevated levels of serum biomarkers such as alpha-fetoprotein (AFP). Despite active research, the intricacies of the signal pathway disruption and complex interplay of genetic factors in liver neoplasms still warrant comprehensive exploration for more effective therapeutic strategies."
"mammary neoplasms, experimental",D008325,"Mammary neoplasms, experimental (OMIM ID 'D008325'), comprise an array of genetically mediated malignancies typified by aberrancies in various specific genes - BRCA1, BRCA2, and TP53 among the most notable. Functionally, these genetic irregularities instantiate the disruption of a web of signal pathways, with epidermal growth factor receptor (EGFR) pathway- which involves key molecular components like kinase- being a significant facilitator of mammary neoplasms. Clinically, the condition is primarily managed via chemotherapy agents like doxorubicin, taxanes or trastuzumab, which work by inducing tumor necrosis, inhibiting microtubule dynamics, and blocking the HER2/neu receptor, respectively. In the broader course of the disease, patients may find their risk heightened for ensuing complications such as lymphedema and chest wall recurrence. Characteristically, this disease presents as a palpable, often painless, lump in the breast often accompanied by changes in the skin or breast shape and nipple discharge. There are several types of this disease, including invasive ductal carcinoma and lobular carcinoma. Genetic susceptibility plays a significant role in tumorigenesis, with autosomal dominant inheritance common in families with a history of breast cancer specified by mutations such as BRCA1 or BRCA2. Diagnostic workups typically involve imaging techniques like mammography and biopsy samples examined under a microscope, which supports the identification of the cancer subtype and hence, tailoring of an appropriate therapeutic regimen.
"
neoplasm invasiveness,D009361,"Neoplasm invasiveness (OMIM ID: D009361) is a debilitating disease characterized by abnormal growth of tissues (neoplasms) that invade into normal, surrounding tissues, disrupting normal biological structures and functions. The pathophysiology of invasive neoplasms involves various genetic components, notably mutations in TP53, BRCA1, and BRCA2 genes, which are crucial in maintaining genome stability. Disruptions in these genes implicate major cellular pathways like apoptosis, DNA repair mechanisms, and cell cycle control. The disease manifests with diverse clinical symptoms depending on location, but shared signs include pain, fatigue, and noticeable lumps. Certain types of cancer, such as breast, ovarian, and colorectal, are known for their potential invasiveness. These malignancies are often comorbid with genetic disorders like Li-Fraumeni syndrome, hereditary breast and ovarian cancer syndrome, and Lynch syndrome respectively. Established genetic correlations have identified autosomal dominant inheritance patterns, as in cases of mutations in BRCA1 and BRCA2 genes. Diagnostic criteria often involve a combination of medical imaging, biopsies, and genetic testing to identify explicit mutations. Therapeutic strategies target specific cellular pathways, for example, chemotherapy drugs like Paclitaxel inhibit microtubule disassembly, causing cell cycle arrest, and Gefitinib inhibits epidermal growth factor receptor (EGFR), disrupting key survival signaling. In many hormone-responsive cancers, drugs like Tamoxifen effectively inhibit estrogen receptors. Though significant advancements have been made in understanding and managing neoplasm invasiveness, it remains a complex disease requiring continued research into genetic and molecular components, novel therapeutic targets, and improved diagnostic methodologies."
precancerous conditions,D011230,"Precancerous conditions, encompassing disorders like Barrett's esophagus, actinic keratosis, and cervical dysplasia, represent a critical phase in carcinogenesis, in which cellular abnormalities have the potential to develop into malignant neoplasms. At the genetic level, mutations in genes such as TP53, KRAS and CDKN2A, which are instrumental in cell growth, apoptosis and cell cycle control, have been frequently associated with the onset of these conditions. Additionally, numerous molecular and cellular components like the Wnt and Notch signaling pathways, known to regulate cell proliferation, differentiation and tissue homeostasis, are engaged in these disorders. Treatment typically relies on the preemptive action using chemoprevention agents like Aspirin, known for its anti-inflammatory and anti-proliferative effects, Imiquimod which stimulates the immune system through the Toll-like receptor 7 pathway, and 5-Fluorouracil that interferes with DNA synthesis in rapidly dividing cells. Comorbidities often include synchronous or metachronous cancers, particularly if the precancerous condition remains unmanaged. Clinically, these disorders mostly remain asymptomatic for an extended period, and when signs do appear, they vary immensely depending on the affected organ. In terms of inheritance, although most are sporadic manifestations, hereditary predisposition has been observed in certain cases; for instance, Li-Fraumeni syndrome associated with TP53 mutations. Diagnostic procedures are a hybrid of careful physical examination, medical history analysis, and advanced testing methods such as molecular and genetic assays, imaging studies, or biopsies, with the intent of identifying early neoplastic changes and thereby facilitating intervention before invasive cancer ensues.
"
psoriasis,D011565,"Psoriasis, as defined in the Online Mendelian Inheritance in Man (OMIM) under ID 'D011565', is a chronic autoimmune disorder that manifests as hyperproliferation of the epidermis, resulting in the characteristic scaly, red patches of inflamed skin. The disease is complex, with genetic, environmental, and immunological factors all playing roles in its pathology. Several genes have been associated with psoriasis, including CARD14, IL23R, and TNF, with variants in these genes often resulting in aberrant inflammation signaling and keratinocyte proliferation. Psoriasis pathogenesis has been traced to the Th1 and Th17 signaling pathway, with key components such as Interleukin-17 (IL-17), Tumor Necrosis Factor alpha (TNF-??), and Interleukin-23 (IL-23) playing significant roles. It is a clinically heterogeneous disease, but the most common type is Psoriasis Vulgaris. Clinical manifestations often include erythema, pruritus, and the formation of well-demarcated plaques. Common comorbidities include arthritis, cardiovascular disease, and depression, often leading to a decreased quality of life. The disease exhibits a multifactorial inheritance pattern, implicating both genetic and environmental factors. Conventional treatment options include topical corticosteroids, methotrexate, and phototherapy. More recent therapies have focussed on targeted interventions; medications such as Tumor Necrosis Factor blockers (e.g., Etanercept), IL-17 inhibitors (e.g., Secukinumab), and PDE4 inhibitors (e.g., Apremilast) are increasingly employed due to their effectiveness. Diagnosis is mainly clinical, based on the pattern and distribution of lesions, although skin biopsy may be employed in cases where the diagnosis is uncertain.
"
pulmonary fibrosis,D011658,"Pulmonary fibrosis, classified under OMIM ID D011658, is a progressive lung disease, characterized by a relentless scarring of the lung tissues, compromising the exchange of oxygen into the bloodstream. Symptomatically, it commonly manifests as chronic, progressive dyspnea and excessive cough. This condition is typically categorized into idiopathic pulmonary fibrosis (most prevalent) and those associated with connective tissue diseases. Those affected may grapple with comorbidities such as lung cancer, pulmonary hypertension, respiratory failure, and other heart-related complications. The disease's complex genetic basis is primarily linked to mutations in at least three genes: surfactant proteins C and A2 (SFTPC and SFTPA2, respectively) and the telomere-related gene TERT, contributing to familial occurrences and sporadic cases with a documented genetic component. Pathogenically, the IL-17 signaling pathway and the TGF-beta signaling pathway play critical roles in disease manifestation through the proliferation of myofibroblasts and epithelial to mesenchymal transition. A common treatment strategy for pulmonary fibrosis includes drugs like Nintedanib, which inhibits tyrosine kinase, and Pirfenidone, which downregulates expression of growth factors and procollagens in lung tissues. Another drug used is Prednisone, a corticosteroid that decreases immune response to reduce inflammation. Diagnostically, a combination of high-resolution computed tomography (HRCT) and lung biopsy is used with complementary summative clinical features forming the basis for definitive diagnosis. Unraveling the specific interplay between these genetic, pathological, and pharmacological elements in pulmonary fibrosis could potentially inform more effective therapeutic strategies."
skin neoplasms,D012878,"Skin neoplasms (OMIM ID: D012878) encompass a range of malignant and benign tumors linked with aberrations in genes like TP53, BRCA1, and CDKN2A which play crucial roles in cell cycle regulation and DNA repair. This disease often involves the dysregulation of the Sonic Hedgehog (SHH) signaling pathway, comprised of key molecules like Patched-1 (PTCH1) and Smoothened (SMO) playing pivotal roles in cell proliferation. Management of skin neoplasms engages drugs such as Fluorouracil, which inhibits DNA synthesis, Imiquimod generating immune responses against tumors and BRAF inhibitors like Vemurafenib targeting specific mutations. With a potential to metastasize, posing the risk of systemic complications, they are closely associated with comorbidities like melanoma or squamous cell carcinoma. They present as an array of symptoms in patients, which include neoplastic growths, changes in existing skin lesions, or ulcers, and varied naturally as basal cell carcinomas, squamous cell carcinomas, and melanomas, among others. Most skin neoplasms follow a multifactorial pattern of inheritance with genetic predisposition demonstrated in cases like Familial atypical multiple mole melanoma (FAMMM) syndrome due to mutations in CDKN2A. For diagnosis, healthcare providers resort to a combination of clinical examination, dermoscopy, and skin biopsy, supplementing it further with genetic testing in certain cases."
