,DrugBank ID,OMIM ID
2412,DB00950,D017379
2413,DB00950,D017563
2414,DB00950,D017674
2415,DB00950,D018149
2416,DB00950,D018366
2417,DB00950,D018476
2418,DB00950,D018487
2419,DB00950,D018500
2420,DB00950,D018754
2421,DB00950,D018771
2422,DB00950,D018879
2423,DB00950,D018908
2424,DB00950,D019226
2425,DB00950,D019465
2426,DB00950,D019584
2427,DB00950,D019586
2428,DB00950,D019636
2429,DB00950,D019955
2430,DB00950,D019956
2431,DB00950,D019957
2432,DB00950,D019964
2433,DB00950,D019966
2434,DB00950,D019969
2435,DB00950,D019970
2436,DB00950,D020018
2437,DB00950,D020138
2438,DB00950,D020230
2439,DB00950,D020233
2440,DB00950,D020234
2441,DB00950,D020244
2442,DB00950,D020246
2443,DB00950,D020257
2444,DB00950,D020258
2445,DB00950,D020300
2446,DB00950,D020301
2447,DB00950,D020422
2448,DB00950,D020520
2449,DB00950,D020734
2450,DB00950,D020795
2451,DB00950,D020820
2452,DB00950,D020821
2453,DB00950,D020964
2454,DB00950,D023341
2455,DB00950,D023921
2456,DB00950,D024821
2457,DB00950,D028361
2458,DB00950,D029424
2459,DB00950,D034381
2460,DB00950,D047508
2461,DB00950,D047928
2462,DB00950,D049188
2463,DB00950,D050171
2464,DB00950,D050197
2465,DB00950,D051437
2466,DB00950,D053206
2467,DB00950,D053608
2468,DB00950,D053609
2469,DB00950,D054038
2470,DB00950,D054058
2471,DB00950,D054138
2472,DB00950,D054198
2473,DB00950,D054218
2474,DB00950,D054537
2475,DB00950,D054556
2476,DB00950,D055154
2477,DB00950,D055370
2478,DB00950,D056486
2479,DB00950,D056784
2480,DB00950,D058186
2481,DB00950,D062787
2482,DB00950,D064420
2483,DB00950,D065626
2484,DB00950,D066126
2485,DB00934,D001249
2486,DB00934,D005317
2487,DB00934,D006973
2488,DB00934,D007249
2489,DB00934,D008881
2490,DB00934,D009503
2491,DB00934,D010292
2492,DB00934,D014202
2493,DB00967,D006973
2494,DB01229,D003967
2495,DB01229,D004487
2496,DB01229,D005767
2497,DB01229,D006973
2498,DB01229,D007022
2499,DB01229,D007249
2500,DB01229,D007410
2501,DB01229,D007674
2502,DB01229,D008171
2503,DB01229,D009135
2504,DB01229,D009203
2505,DB01229,D009503
2506,DB01229,D010292
2507,DB01229,D010523
2508,DB01229,D011537
2509,DB01229,D013921
2510,DB01229,D014839
2511,DB01229,D018487
2512,DB01174,D001281
2513,DB01174,D001282
2514,DB01174,D002318
2515,DB01174,D006973
2516,DB01174,D007022
2517,DB01174,D007249
2518,DB01174,D007410
2519,DB01174,D007431
2520,DB01174,D007676
2521,DB01174,D008569
2522,DB01174,D009135
2523,DB01174,D009202
2524,DB01174,D009336
2525,DB01174,D009369
2526,DB01174,D009503
2527,DB01174,D010292
2528,DB01174,D010689
2529,DB01174,D011183
2530,DB01174,D011537
2531,DB01174,D011782
2532,DB01174,D012206
2533,DB01174,D013610
2534,DB01174,D014693
2535,DB01174,D015427
2536,DB01174,D015428
2537,DB01174,D015431
2538,DB01174,D017180
2539,DB01174,D018487
2540,DB01174,D018805
2541,DB01174,D020244
2542,DB01174,D020257
2543,DB01174,D020521
2544,DB01174,D023921
2545,DB01174,D051437
2546,DB01174,D054058
2547,DB01174,D054537
2548,DB01174,D056486
2549,DB01174,D058186
2550,DB01174,D062787
2551,DB01174,D066126
2552,DB01196,D004487
2553,DB01196,D005767
2554,DB01196,D007022
2555,DB01196,D007249
2556,DB01196,D007674
2557,DB01196,D008171
2558,DB01196,D009135
2559,DB01196,D009203
2560,DB01196,D009503
2561,DB01196,D010292
2562,DB01196,D011183
2563,DB01196,D011537
2564,DB01196,D013921
2565,DB01196,D014839
2566,DB01196,D018487
2567,DB01095,D004487
2568,DB01095,D005767
2569,DB01095,D006973
2570,DB01095,D007022
2571,DB01095,D007249
2572,DB01095,D007410
2573,DB01095,D008569
2574,DB01095,D009135
2575,DB01095,D009203
2576,DB01095,D009503
2577,DB01095,D010292
2578,DB01095,D010302
2579,DB01095,D011537
2580,DB01095,D013921
2581,DB01095,D014839
2582,DB01095,D018487
2583,DB01104,D001008
2584,DB01104,D004830
2585,DB01104,D006970
2586,DB01104,D009207
2587,DB01104,D013262
2588,DB01104,D013375
2589,DB00749,D007022
2590,DB00749,D007249
2591,DB00749,D007410
2592,DB00749,D009202
2593,DB00749,D009336
2594,DB00749,D010292
2595,DB00637,D001249
2596,DB00637,D004715
2597,DB00637,D007964
2598,DB00637,D008881
2599,DB00637,D010195
2600,DB00637,D010612
2601,DB00637,D012852
2602,DB00637,D015267
2603,DB00637,D029424
2604,DB01114,D004830
2605,DB01114,D006970
2606,DB01114,D009207
2607,DB01114,D011507
2608,DB01114,D020301
2609,DB00398,D003921
2610,DB00398,D006332
2611,DB01016,D011507
2612,DB00361,D001249
2613,DB00361,D006973
2614,DB00361,D007022
2615,DB00361,D008107
2616,DB00361,D009503
2617,DB00361,D010146
2618,DB00361,D010300
2619,DB00361,D015431
2620,DB00541,D004830
2621,DB00541,D006029
2622,DB00541,D007022
2623,DB00541,D009069
2624,DB00541,D009202
2625,DB00541,D009336
2626,DB00541,D010292
2627,DB01211,D006973
2628,DB01211,D007249
2629,DB01211,D007022
2630,DB01211,D007249
2631,DB00500,D006973
2632,DB00500,D007249
2633,DB00500,D007022
2634,DB00500,D007010
2635,DB00500,D010292
2636,DB00500,D014652
2637,DB00500,D020301
2638,DB00675,D003967
2639,DB00675,D004830
2640,DB00675,D005221
2641,DB00675,D009369
2642,DB00675,D010292
2643,DB00675,D014652
2644,DB00446,D006973
2645,DB00446,D007022
2646,DB00446,D007249
2647,DB00446,D009503
2648,DB00446,D010292
2649,DB00122,D004827
2650,DB00122,D004829
2651,DB00122,D004830
2652,DB00122,D006261
2653,DB00122,D006973
2654,DB00122,D007022
2655,DB00122,D007249
2656,DB00122,D008569
2657,DB00122,D009069
2658,DB00122,D009202
2659,DB00122,D009205
2660,DB00122,D010292
2661,DB00122,D013921
2662,DB00122,D013923
2663,DB00122,D014652
2664,DB00122,D015431
2665,DB01136,D006973
2666,DB01136,D007022
2667,DB01136,D007249
2668,DB01136,D007410
2669,DB01136,D007431
2670,DB01136,D007565
2671,DB01136,D007674
2672,DB01136,D007676
2673,DB01136,D007859
2674,DB01136,D007964
2675,DB01136,D008569
2676,DB01136,D009069
2677,DB01136,D009202
2678,DB01136,D009203
2679,DB01136,D009336
2680,DB01136,D009410
2681,DB01136,D010292
2682,DB01136,D010302
2683,DB01136,D011537
2684,DB01136,D011782
2685,DB01136,D012206
2686,DB01136,D013610
2687,DB01136,D013921
2688,DB01136,D014693
2689,DB01136,D015427
2690,DB01136,D015428
2691,DB01136,D015431
2692,DB01136,D017180
2693,DB01136,D018487
2694,DB01136,D018754
2695,DB01136,D019964
2696,DB01136,D020244
2697,DB01136,D020257
2698,DB01136,D020521
2699,DB01136,D023921
2700,DB01149,D001919
2701,DB01149,D006973
2702,DB01149,D007022
2703,DB01149,D007249
2704,DB01149,D007410
2705,DB01149,D009069
2706,DB01149,D009202
2707,DB01149,D009336
2708,DB01149,D009503
2709,DB01149,D010292
2710,DB01149,D011537
2711,DB01149,D013921
2712,DB01149,D014839
2713,DB01149,D018487
2714,DB01224,D004827
2715,DB01224,D004831
2716,DB01224,D004832
2717,DB01224,D006973
2718,DB01224,D009135
2719,DB01224,D009203
2720,DB01224,D009503
2721,DB01224,D010292
2722,DB01224,D013921
2723,DB01400,D006973
2724,DB01400,D007010
2725,DB01400,D007249
2726,DB01400,D007674
2727,DB01400,D008171
2728,DB01400,D008545
2729,DB01400,D009135
2730,DB01400,D009203
2731,DB01400,D009503
2732,DB01400,D010292
2733,DB01400,D011471
2734,DB01400,D013921
2735,DB01400,D014652
2736,DB01400,D017202
2737,DB01244,D001008
2738,DB01244,D001259
2739,DB01244,D003251
2740,DB01244,D004830
2741,DB01244,D006029
2742,DB01244,D006970
2743,DB01244,D007037
2744,DB01244,D009207
2745,DB01244,D010291
2746,DB01244,D011507
2747,DB01244,D012640
2748,DB01244,D013262
2749,DB01244,D013375
2750,DB01244,D017674
2751,DB01244,D019954
2752,DB01244,D020301
2753,DB01184,D004827
2754,DB01184,D004831
2755,DB01184,D004832
2756,DB00518,D004827
2757,DB00518,D004829
2758,DB00518,D004831
2759,DB00518,D004832
2760,DB00860,D003327
2761,DB00860,D003328
2762,DB00860,D003329
2763,DB00860,D004415
2764,DB00860,D006937
2765,DB00860,D010003
2766,DB00860,D010149
2767,DB00860,D012021
2768,DB00860,D012798
2769,DB00860,D013276
2770,DB00860,D047928
2771,DB01011,D004827
2772,DB01011,D004829
2773,DB01011,D004830
2774,DB01011,D004831
2775,DB01011,D004832
2776,DB00280,D004827
2777,DB00280,D006948
2778,DB00439,D004830
2779,DB00439,D006973
2780,DB00439,D007674
2781,DB00477,D004827
2782,DB00477,D004831
2783,DB00477,D004832
2784,DB00477,D006261
2785,DB00477,D007022
2786,DB00477,D010292
2787,DB00477,D012640
2788,DB00788,D004831
2789,DB00412,D005923
2790,DB00412,D006973
2791,DB00412,D008569
2792,DB00412,D009135
2793,DB00412,D009203
2794,DB00412,D010292
2795,DB00412,D014839
2796,DB01212,D004827
2797,DB01212,D006973
2798,DB01212,D007022
2799,DB01212,D007249
2800,DB01212,D009503
2801,DB01212,D010292
2802,DB00523,D003967
2803,DB00523,D004830
2804,DB00523,D005923
2805,DB00523,D006973
2806,DB00523,D007022
2807,DB00523,D007249
2808,DB00523,D009369
2809,DB00523,D010146
2810,DB00523,D010300
2811,DB00690,D003967
2812,DB00690,D004827
2813,DB00690,D005221
2814,DB00690,D005334
2815,DB00690,D006319
2816,DB00690,D006333
2817,DB00690,D006402
2818,DB00690,D006973
2819,DB00690,D007022
2820,DB00690,D007249
2821,DB00690,D007674
2822,DB00690,D008171
2823,DB00690,D008545
2824,DB00690,D009135
2825,DB00690,D009203
2826,DB00690,D009503
2827,DB00690,D010198
2828,DB00690,D010292
2829,DB00690,D011471
2830,DB00690,D012640
2831,DB00690,D013921
2832,DB00690,D014652
2833,DB00690,D017674
2834,DB00277,D004827
2835,DB00277,D006528
2836,DB00277,D007859
2837,DB00321,D006973
2838,DB00321,D007022
2839,DB00321,D007249
2840,DB00321,D007674
2841,DB00321,D009135
2842,DB00321,D009203
2843,DB00321,D010292
2844,DB00321,D014839
2845,DB00317,D004830
2846,DB00317,D006973
2847,DB00317,D007022
2848,DB00317,D007249
2849,DB00317,D007319
2850,DB00317,D007674
2851,DB00317,D008171
2852,DB00317,D009135
2853,DB00317,D009207
2854,DB00317,D009503
2855,DB00317,D010292
2856,DB00317,D011537
2857,DB00317,D013921
2858,DB00317,D020301
2859,DB00320,D004830
2860,DB00320,D006973
2861,DB00320,D007022
2862,DB00320,D007249
2863,DB00320,D007674
2864,DB00320,D009135
2865,DB00320,D009203
2866,DB00320,D009503
2867,DB00320,D010292
2868,DB00320,D011183
2869,DB00320,D011537
2870,DB00320,D013921
2871,DB00320,D014839
2872,DB00669,D001249
2873,DB00669,D004827
2874,DB00669,D006261
2875,DB00669,D007022
2876,DB00669,D007249
2877,DB00669,D009069
2878,DB00669,D009202
2879,DB00669,D010292
2880,DB01242,D001008
2881,DB01242,D001259
2882,DB01242,D004830
2883,DB01242,D006029
2884,DB01242,D006970
2885,DB01242,D007037
2886,DB01242,D009207
2887,DB01242,D010291
2888,DB01242,D011507
2889,DB01242,D012640
2890,DB01242,D013262
2891,DB01242,D013375
2892,DB01242,D017674
2893,DB01242,D019954
2894,DB01242,D020301
2895,DB01394,D001008
2896,DB01394,D001259
2897,DB01394,D003251
2898,DB01394,D004830
2899,DB01394,D006029
2900,DB01394,D006970
2901,DB01394,D007037
2902,DB01394,D009207
2903,DB01394,D010291
2904,DB01394,D011507
2905,DB01394,D012640
2906,DB01394,D013262
2907,DB01394,D013375
2908,DB01394,D017674
2909,DB01394,D019954
2910,DB01394,D020301
2911,DB01394,D020520
2912,DB00333,D004827
2913,DB00333,D004831
2914,DB00333,D004832
2915,DB00624,D006973
2916,DB00624,D007022
2917,DB00624,D007249
2918,DB00624,D007319
2919,DB00624,D007333
2920,DB00624,D007410
2921,DB00624,D007431
2922,DB00624,D007565
2923,DB00624,D007674
2924,DB00624,D007676
2925,DB00624,D007680
2926,DB00624,D007683
2927,DB00624,D007752
2928,DB00624,D007859
2929,DB00624,D007964
2930,DB00624,D008103
2931,DB00624,D008105
2932,DB00624,D008133
2933,DB00624,D008178
2934,DB00624,D008206
2935,DB00624,D008223
2936,DB00624,D008288
2937,DB00624,D008545
2938,DB00624,D008569
2939,DB00624,D008582
2940,DB00624,D008654
2941,DB00624,D009069
2942,DB00624,D009101
2943,DB00624,D009103
2944,DB00624,D009120
2945,DB00624,D009123
2946,DB00624,D009128
2947,DB00624,D009133
2948,DB00624,D009140
2949,DB00624,D009202
2950,DB00624,D009205
2951,DB00624,D009293
2952,DB00624,D009336
2953,DB00624,D009357
2954,DB00624,D009369
2955,DB00624,D009389
2956,DB00624,D009393
2957,DB00624,D009400
2958,DB00624,D009404
2959,DB00624,D009410
2960,DB00624,D009421
2961,DB00624,D009436
2962,DB00624,D009459
2963,DB00624,D009461
2964,DB00624,D009468
2965,DB00624,D009503
2966,DB00624,D009759
2967,DB00624,D009798
2968,DB00624,D009845
2969,DB00624,D009846
2970,DB00624,D009886
2971,DB00624,D009896
2972,DB00624,D009901
2973,DB00624,D010003
2974,DB00624,D010019
2975,DB00624,D010024
2976,DB00624,D010211
2977,DB00624,D010243
2978,DB00624,D010264
2979,DB00624,D010300
2980,DB00624,D010302
2981,DB00624,D010437
2982,DB00624,D010488
2983,DB00624,D010493
2984,DB00624,D010538
2985,DB00624,D010554
2986,DB00624,D010612
2987,DB00624,D010673
2988,DB00624,D010787
2989,DB00624,D010911
2990,DB00624,D011014
2991,DB00624,D011041
2992,DB00624,D011115
2993,DB00624,D011141
2994,DB00624,D011183
2995,DB00624,D011248
2996,DB00624,D011297
2997,DB00624,D011317
2998,DB00624,D011537
2999,DB00624,D011559
3000,DB00624,D011595
3001,DB00624,D011596
3002,DB00624,D011618
3003,DB00624,D011693
3004,DB00624,D011695
3005,DB00624,D011704
3006,DB00624,D011782
3007,DB00624,D012010
3008,DB00624,D012019
3009,DB00624,D012021
3010,DB00624,D012131
3011,DB00624,D012141
3012,DB00624,D012148
3013,DB00624,D012164
3014,DB00624,D012208
3015,DB00624,D012559
3016,DB00624,D012678
3017,DB00624,D012769
3018,DB00624,D012772
3019,DB00624,D012804
3020,DB00624,D012817
3021,DB00624,D012848
3022,DB00624,D012852
3023,DB00624,D012871
3024,DB00624,D013009
3025,DB00624,D013035
3026,DB00624,D013119
3027,DB00624,D013163
3028,DB00624,D013203
3029,DB00624,D013226
3030,DB00624,D013272
3031,DB00624,D013313
3032,DB00624,D013342
3033,DB00624,D013616
3034,DB00624,D013614
3035,DB00624,D013651
3036,DB00624,D013733
3037,DB00624,D013736
3038,DB00624,D013981
3039,DB00624,D014103
3040,DB00624,D014202
3041,DB00624,D014456
3042,DB00624,D014474
3043,DB00624,D014549
3044,DB00624,D014555
3045,DB00624,D014581
3046,DB00624,D014657
3047,DB00624,D014786
3048,DB00624,D015267
3049,DB00624,D015430
3050,DB00624,D015451
3051,DB00624,D015464
3052,DB00624,D015674
3053,DB00624,D015746
3054,DB00624,D015835
3055,DB00624,D015877
3056,DB00624,D016403
3057,DB00624,D016491
3058,DB00624,D016889
3059,DB00624,D017114
3060,DB00624,D017116
3061,DB00624,D017119
3062,DB00624,D017180
3063,DB00624,D017285
3064,DB00624,D017379
3065,DB00624,D017563
3066,DB00624,D018149
3067,DB00624,D018366
3068,DB00624,D018487
3069,DB00624,D018500
3070,DB00624,D018754
3071,DB00624,D018771
3072,DB00624,D018879
3073,DB00624,D018908
3074,DB00624,D019226
3075,DB00624,D019584
3076,DB00624,D019586
3077,DB00624,D019636
3078,DB00624,D019955
3079,DB00624,D019956
3080,DB00624,D019957
3081,DB00624,D019964
3082,DB00624,D019966
3083,DB00624,D019969
3084,DB00624,D020018
3085,DB00624,D020138
3086,DB00624,D020233
3087,DB00624,D020234
3088,DB00624,D020250
3089,DB00624,D020300
3090,DB00624,D020422
3091,DB00624,D020520
3092,DB00624,D020734
3093,DB00624,D020795
3094,DB00624,D020820
3095,DB00624,D020821
3096,DB00624,D020964
3097,DB00624,D023341
3098,DB00624,D023921
3099,DB00624,D024821
3100,DB00624,D028361
3101,DB00624,D029424
3102,DB00624,D034381
3103,DB00624,D047508
3104,DB00624,D047928
3105,DB00624,D048629
3106,DB00624,D049188
3107,DB00624,D053099
3108,DB00624,D053206
3109,DB00624,D053608
3110,DB00624,D053609
3111,DB00624,D054038
3112,DB00624,D054138
3113,DB00624,D054198
3114,DB00624,D054218
3115,DB00624,D054556
3116,DB00624,D055154
3117,DB00624,D055370
3118,DB00624,D056486
3119,DB00624,D056784
3120,DB00624,D058186
3121,DB00624,D062787
3122,DB00624,D064420
3123,DB00624,D065626
3124,DB00624,D066126
3125,DB00624,D041781
3126,DB00624,D004775
3127,DB00624,D006311
3128,DB00624,D015473
3129,DB00845,D004827
3130,DB00845,D007177
3131,DB00602,D004827
3132,DB00602,D004831
3133,DB00602,D004832
3134,DB00602,D006973
3135,DB00602,D007249
3136,DB00602,D007410
3137,DB00602,D009069
3138,DB00602,D009202
3139,DB00602,D009336
3140,DB00602,D009369
3141,DB00602,D009503
3142,DB00602,D010292
3143,DB00602,D010689
3144,DB00602,D011537
3145,DB00602,D013921
3146,DB00602,D014839
3147,DB00602,D018487
3148,DB00570,D006973
3149,DB00570,D007022
3150,DB00570,D007249
3151,DB00570,D007410
3152,DB00570,D009069
3153,DB00570,D009135
3154,DB00570,D009203
3155,DB00570,D009336
3156,DB00570,D009503
3157,DB00570,D010292
3158,DB00570,D011537
3159,DB00570,D013921
3160,DB00608,D006973
3161,DB00608,D007022
3162,DB00608,D007249
3163,DB00608,D007410
3164,DB00608,D009069
3165,DB00608,D009202
3166,DB00608,D009336
3167,DB00608,D009369
3168,DB00608,D009503
3169,DB00608,D010292
3170,DB00608,D010689
3171,DB00608,D011537
3172,DB00608,D013921
3173,DB00608,D014839
3174,DB00608,D018487
3175,DB00575,D005767
3176,DB00590,D000230
3177,DB00590,D001168
3178,DB00590,D001169
3179,DB00590,D001172
3180,DB00590,D001289
3181,DB00590,D001321
3182,DB00590,D001523
3183,DB00590,D001930
3184,DB00590,D001986
3185,DB00590,D002385
3186,DB00590,D002761
3187,DB00590,D003556
3188,DB00590,D004401
3189,DB00590,D005119
3190,DB00590,D005687
3191,DB00590,D006945
3192,DB00590,D007174
3193,DB00590,D007235
3194,DB00590,D007945
3195,DB00590,D009103
3196,DB00590,D009120
3197,DB00590,D009140
3198,DB00590,D009798
3199,DB00590,D010211
3200,DB00590,D010243
3201,DB00590,D010437
3202,DB00590,D010554
3203,DB00590,D010787
3204,DB00590,D011596
3205,DB00590,D012120
3206,DB00590,D012141
3207,DB00590,D012769
3208,DB00590,D013035
3209,DB00590,D013616
3210,DB00590,D013733
3211,DB00590,D013651
3212,DB00590,D016491
3213,DB00590,D019584
3214,DB00590,D019955
3215,DB00590,D020250
3216,DB00590,D020520
3217,DB00590,D020820
3218,DB00590,D054138
3219,DB00936,D013262
3220,DB00936,D013921
3221,DB00936,D014652
3222,DB00936,D018149
3223,DB00936,D018487
3224,DB00936,D018908
3225,DB00936,D020300
3226,DB00936,D056486
3227,DB00678,D007249
3228,DB00678,D006973
3229,DB00678,D009503
3230,DB00678,D006984
3231,DB00678,D013921
3232,DB00564,D005923
3233,DB00564,D008103
3234,DB00564,D020138
3235,DB00134,D006973
3236,DB00134,D007010
3237,DB00134,D007022
3238,DB00134,D007249
3239,DB00134,D007333
3240,DB00134,D007674
3241,DB00134,D007676
3242,DB00134,D007859
3243,DB00134,D008569
3244,DB00134,D009069
3245,DB00134,D009202
3246,DB00134,D009203
3247,DB00134,D009205
3248,DB00134,D009336
3249,DB00134,D010292
3250,DB00134,D011183
3251,DB00134,D011537
3252,DB00134,D011782
3253,DB00134,D012206
3254,DB00134,D012893
3255,DB00134,D013610
3256,DB00134,D014693
3257,DB00134,D015427
3258,DB00134,D015428
3259,DB00134,D015431
3260,DB00134,D016584
3261,DB00134,D016757
3262,DB00134,D017180
3263,DB00134,D017379
3264,DB00134,D018366
3265,DB00134,D018487
3266,DB00134,D018754
3267,DB00134,D019970
3268,DB00134,D020244
3269,DB00134,D020257
3270,DB00134,D020521
3271,DB00134,D023921
3272,DB00134,D051437
3273,DB00134,D054058
3274,DB00134,D054537
3275,DB00134,D056486
3276,DB00134,D058186
3277,DB00134,D062787
3278,DB00134,D066126
3279,DB00396,D009369
3280,DB00396,D009422
3281,DB00396,D009503
3282,DB00396,D010190
3283,DB00396,D013921
3284,DB00396,D018487
3285,DB00382,D010292
3286,DB00382,D003327
3287,DB00382,D003328
3288,DB00382,D004417
3289,DB00382,D006463
3290,DB00382,D006470
3291,DB00382,D006987
3292,DB00382,D007431
3293,DB00382,D013345
3294,DB00382,D013575
3295,DB00382,D013927
3296,DB00382,D014581
3297,DB00382,D020300
3298,DB00656,D003327
3299,DB00656,D003328
3300,DB00656,D006261
3301,DB00656,D006973
3302,DB00656,D007022
3303,DB00656,D007249
3304,DB00656,D007410
3305,DB00656,D007674
3306,DB00656,D008569
3307,DB00656,D009135
3308,DB00656,D009203
3309,DB00656,D009503
3310,DB00656,D010292
3311,DB00656,D010302
3312,DB00656,D011537
3313,DB00656,D012206
3314,DB00656,D013921
3315,DB00656,D014839
3316,DB00656,D018487
3317,DB00907,D001008
3318,DB00907,D004830
3319,DB00907,D009207
3320,DB00363,D007249
3321,DB00363,D007319
3322,DB00363,D007333
3323,DB00363,D007674
3324,DB00363,D008171
3325,DB00363,D008569
3326,DB00363,D009135
3327,DB00363,D009202
3328,DB00363,D009203
3329,DB00363,D009325
3330,DB00363,D009369
3331,DB00363,D009503
3332,DB00363,D010146
3333,DB00363,D010198
3334,DB00363,D010292
3335,DB00363,D010523
3336,DB00363,D011471
3337,DB00363,D011537
3338,DB00363,D011655
3339,DB00363,D012640
3340,DB00363,D013118
3341,DB00363,D013280
3342,DB00363,D013921
3343,DB00363,D013923
3344,DB00363,D014012
3345,DB00363,D014652
3346,DB00363,D014839
3347,DB00363,D015433
3348,DB00363,D017093
3349,DB00363,D017202
3350,DB00363,D018805
3351,DB00363,D020246
3352,DB00363,D020258
3353,DB00363,D052016
3354,DB00363,D064420
3355,DB01009,D004827
3356,DB01009,D004832
3357,DB01069,D009202
3358,DB01069,D009503
3359,DB01069,D009336
3360,DB01069,D009135
3361,DB01069,D001249
3362,DB00257,D004827
3363,DB00257,D004831
3364,DB00257,D004832
3365,DB01110,D001008
3366,DB01110,D001259
3367,DB01110,D003251
3368,DB01110,D004830
3369,DB01110,D006029
3370,DB01110,D006970
3371,DB01110,D007037
3372,DB01110,D009207
3373,DB01110,D010291
3374,DB01110,D011507
3375,DB01110,D012640
3376,DB01110,D013262
3377,DB01110,D013375
3378,DB01110,D017674
3379,DB01110,D019954
3380,DB01110,D020301
3381,DB00726,D007022
3382,DB00182,D004827
3383,DB00182,D004831
3384,DB00182,D004832
3385,DB00542,D003248
3386,DB00542,D003327
3387,DB00542,D004827
3388,DB00542,D005767
3389,DB00542,D006973
3390,DB00542,D007022
3391,DB00542,D007249
3392,DB00542,D007674
3393,DB00542,D008171
3394,DB00542,D009135
3395,DB00542,D009203
3396,DB00542,D009503
3397,DB00542,D010146
3398,DB00542,D010292
3399,DB00542,D010302
3400,DB00635,D001002
3401,DB00635,D001289
3402,DB00635,D001321
3403,DB00635,D001523
3404,DB00635,D001930
3405,DB00635,D002385
3406,DB00635,D003550
3407,DB00635,D004775
3408,DB00635,D005317
3409,DB00635,D005687
3410,DB00635,D005909
3411,DB00635,D006130
3412,DB00635,D006177
3413,DB00635,D006311
3414,DB00635,D006556
3415,DB00635,D006606
3416,DB00635,D006869
3417,DB00635,D006945
3418,DB00635,D006967
3419,DB00635,D006974
3420,DB00635,D007008
3421,DB00635,D007174
3422,DB00635,D007235
3423,DB00635,D007752
3424,DB00635,D007938
3425,DB00635,D007945
3426,DB00635,D008105
3427,DB00635,D008178
3428,DB00635,D008288
3429,DB00635,D009103
3430,DB00635,D009120
3431,DB00635,D009128
3432,DB00635,D009140
3433,DB00635,D009293
3434,DB00635,D009357
3435,DB00635,D009421
3436,DB00635,D009798
3437,DB00635,D009845
3438,DB00635,D010019
3439,DB00635,D010211
3440,DB00635,D010243
3441,DB00635,D010264
3442,DB00635,D010488
3443,DB00635,D010538
3444,DB00635,D010554
3445,DB00635,D010673
3446,DB00635,D010787
3447,DB00635,D010911
3448,DB00635,D011596
3449,DB00635,D011693
3450,DB00635,D011704
3451,DB00635,D011928
3452,DB00635,D012008
3453,DB00635,D012019
3454,DB00635,D012141
3455,DB00635,D012164
3456,DB00635,D012208
3457,DB00635,D012678
3458,DB00635,D012769
3459,DB00635,D012772
3460,DB00635,D012848
3461,DB00635,D013035
3462,DB00635,D013203
3463,DB00635,D013272
3464,DB00635,D013616
3465,DB00635,D013733
3466,DB00635,D013736
3467,DB00635,D013981
3468,DB00635,D014456
3469,DB00635,D014474
3470,DB00635,D015451
3471,DB00635,D015464
3472,DB00635,D015473
3473,DB00635,D015674
3474,DB00635,D015835
3475,DB00635,D015877
3476,DB00635,D016171
3477,DB00635,D016491
3478,DB00635,D016889
3479,DB00635,D017116
3480,DB00635,D017119
3481,DB00635,D017563
3482,DB00635,D018500
3483,DB00635,D018879
3484,DB00635,D019584
3485,DB00635,D019586
3486,DB00635,D019955
3487,DB00635,D019957
3488,DB00635,D020138
3489,DB00635,D020250
3490,DB00635,D020422
3491,DB00635,D020520
3492,DB00635,D020820
3493,DB00635,D020964
3494,DB00635,D023341
3495,DB00635,D028361
3496,DB00635,D034381
3497,DB00635,D048629
3498,DB00635,D049188
3499,DB00635,D053206
3500,DB00635,D053608
3501,DB00635,D053609
3502,DB00635,D054038
3503,DB00635,D054138
3504,DB00635,D054218
3505,DB00635,D055154
3506,DB00635,D055370
3507,DB00635,D056784
3508,DB00635,D062787
3509,DB00635,D065626
3510,DB01151,D004827
3511,DB01151,D006973
3512,DB01151,D007022
3513,DB01151,D007249
3514,DB01151,D007319
3515,DB01151,D007333
3516,DB01151,D007674
3517,DB01151,D008171
3518,DB01151,D009069
3519,DB01151,D009135
3520,DB01151,D009202
3521,DB01151,D009205
3522,DB01151,D009336
3523,DB01151,D009369
3524,DB01151,D009503
3525,DB01151,D010146
3526,DB01151,D010292
3527,DB01151,D010302
3528,DB01151,D010689
3529,DB01151,D011183
3530,DB01151,D011537
3531,DB01151,D011782
3532,DB01151,D012206
3533,DB01151,D013610
3534,DB01151,D013921
3535,DB01151,D013923
3536,DB01151,D014693
3537,DB01151,D015427
3538,DB01151,D015428
3539,DB01151,D015431
3540,DB01151,D017180
3541,DB01151,D018487
3542,DB01151,D018754
3543,DB01151,D019964
3544,DB01151,D019970
3545,DB01151,D020244
3546,DB01151,D020257
3547,DB01151,D020521
3548,DB01151,D023921
3549,DB01151,D052016
3550,DB01151,D054058
3551,DB01151,D056486
3552,DB00264,D000230
3553,DB00264,D000744
3554,DB00264,D001932
3555,DB00264,D002318
3556,DB00264,D003221
3557,DB00264,D003327
3558,DB00264,D003865
3559,DB00264,D005923
3560,DB00264,D006973
3561,DB00264,D007022
3562,DB00264,D007249
3563,DB00264,D008171
3564,DB00264,D008545
3565,DB00264,D009135
3566,DB00264,D009503
3567,DB00264,D010146
3568,DB00264,D010198
3569,DB00264,D010300
3570,DB00264,D013921
3571,DB00264,D014202
3572,DB00264,D017180
3573,DB00966,D004827
3574,DB00966,D004830
3575,DB00966,D005221
3576,DB00966,D006973
