Unnamed: 0,DrugBank ID,MeSH ID
30241,DB08803,D017887
30242,DB08803,D017681
30243,DB08803,D009889
30244,DB08803,D014202
30245,DB08803,D000743
30246,DB08803,D012614
30247,DB08803,D003218
30248,DB08803,D015001
30249,DB08803,D003551
30250,DB08803,D020194
30251,DB08803,D000196
30252,DB08803,D018633
30253,DB08803,D006953
30254,DB08803,D018785
30255,DB08803,D011778
30256,DB08803,D015267
30257,DB08803,D056725
30258,DB08803,D007566
30259,DB08803,D014648
30260,DB08803,D009956
30261,DB08803,D001321
30262,DB08803,D011019
30263,DB08803,D010237
30264,DB08803,D016878
30265,DB08803,D015499
30266,DB08803,D014355
30267,DB08803,D008581
30268,DB08803,D004802
30269,DB08803,D014141
30270,DB08803,D000542
30271,DB08803,D001254
30272,DB08803,D001196
30273,DB08803,D008175
30274,DB08803,D052556
30275,DB08803,D013742
30276,DB08803,D007057
30277,DB08803,D015175
30278,DB08803,D006527
30279,DB08803,D005878
30280,DB08803,D007676
30281,DB08803,D006946
30282,DB08803,D005356
30283,DB08803,D053579
30284,DB08803,D003294
30285,DB08803,D011546
30286,DB08803,D014973
30287,DB08803,D020246
30288,DB08803,D005211
30289,DB08803,D009617
30290,DB08803,D002239
30291,DB08803,D018856
30292,DB08803,D006932
30293,DB08803,D003457
30294,DB08803,D005892
30295,DB08803,D005776
30296,DB08803,D020513
30297,DB08803,D000749
30298,DB08803,D005877
30299,DB08803,D014846
30300,DB08803,D003003
30301,DB08803,D024741
30302,DB08803,D010505
30303,DB08803,D018879
30304,DB08803,D003929
30305,DB08803,D008947
30306,DB08803,D063730
30307,DB08803,D020165
30308,DB08803,D008708
30309,DB08803,D003930
30310,DB08803,D000745
30311,DB08803,D009135
30312,DB08803,D019693
30313,DB08803,D007888
30314,DB08803,D012061
30315,DB08803,D013344
30316,DB08803,D002169
30317,DB08803,D000015
30318,DB08803,D013771
30319,DB08803,D020159
30320,DB08803,D014201
30321,DB08803,D016403
30322,DB08803,D001068
30323,DB08803,D007876
30324,DB08803,D007177
30325,DB08803,D018207
30326,DB08803,D020915
30327,DB08803,D006712
30328,DB08803,D006725
30329,DB08803,D004443
30330,DB08803,D000326
30331,DB08803,D003554
30332,DB08803,D014257
30333,DB08803,D006100
30334,DB08803,D011081
30335,DB08803,D012373
30336,DB08803,D020163
30337,DB08803,D007946
30338,DB00591,D003876
30339,DB00591,D001943
30340,DB00591,D009298
30341,DB00796,D006973
30342,DB00796,D001249
30343,DB00796,D001943
30344,DB00287,D005902
30345,DB01262,D015470
30346,DB00915,D020734
30347,DB00583,D006973
30348,DB00583,D001249
30349,DB00583,D003876
30350,DB00583,D001943
30351,DB00583,D001932
30352,DB00583,D009298
30353,DB00583,D012559
30354,DB00583,D010003
30355,DB00583,D065631
30356,DB00583,D011565
30357,DB00583,D001172
30358,DB00583,D006689
30359,DB00583,D003924
30360,DB00583,D000152
30361,DB00583,D054198
30362,DB00583,D015470
30363,DB00583,D006319
30364,DB00583,D015464
30365,DB00583,D007592
30366,DB00583,D010300
30367,DB00583,D004401
30368,DB00583,D009182
30369,DB00583,D003093
30370,DB00583,D009103
30371,DB00583,D005764
30372,DB00583,D009101
30373,DB00583,D001764
30374,DB00583,D020734
30375,DB00583,D010437
30376,DB00583,D005902
30377,DB00583,D001171
30378,DB00583,D014376
30379,DB00583,D010024
30380,DB00583,D003863
30381,DB00583,D001281
30382,DB00583,D016584
30383,DB00583,D000787
30384,DB00583,D008224
30385,DB00583,D002177
30386,DB00583,D001289
30387,DB00583,D006073
30388,DB00583,D012628
30389,DB00583,D003371
30390,DB00583,D012148
30391,DB00583,D008178
30392,DB00583,D007319
30393,DB00583,D009404
30394,DB00583,D013274
30395,DB00583,D003922
30396,DB00583,D008180
30397,DB00583,D009771
30398,DB00583,D020522
30399,DB00583,D006949
30400,DB00583,D001145
30401,DB00583,D002644
30402,DB00583,D031845
30403,DB00583,D015179
30404,DB00583,D013167
30405,DB00583,D014005
30406,DB00583,D017449
30407,DB00583,D002292
30408,DB00583,D001762
30409,DB00583,D010392
30410,DB00583,D016481
30411,DB00583,D015212
30412,DB00583,D004715
30413,DB00583,D054218
30414,DB00583,D008575
30415,DB00583,D010391
30416,DB00583,D009203
30417,DB00583,D002289
30418,DB00583,D001714
30419,DB00583,D015658
30420,DB00583,D017285
30421,DB00583,D006980
30422,DB00583,D001528
30423,DB00583,D029424
30424,DB00583,D006938
30425,DB00583,D046589
30426,DB00583,D001749
30427,DB00583,D001008
30428,DB00583,D016411
30429,DB00583,D011471
30430,DB00583,D007006
30431,DB00583,D003324
30432,DB00583,D013262
30433,DB00583,D018232
30434,DB00583,D012595
30435,DB00583,D006526
30436,DB00583,D000224
30437,DB00583,D010190
30438,DB00583,D065627
30439,DB00583,D013203
30440,DB00583,D010051
30441,DB00583,D000744
30442,DB00583,D005705
30443,DB00583,D000083242
30444,DB00583,D001228
30445,DB00583,D000544
30446,DB00583,D010033
30447,DB00583,D000437
30448,DB00583,D009765
30449,DB00583,D006976
30450,DB00583,D006030
30451,DB00583,D006561
30452,DB00583,D013036
30453,DB00583,D002583
30454,DB00583,D016553
30455,DB00583,D008010
30456,DB00583,D002819
30457,DB00583,D014890
30458,DB00583,D011928
30459,DB00583,D013968
30460,DB00583,D009447
30461,DB00583,D009128
30462,DB00583,D001327
30463,DB00583,D011085
30464,DB00583,D013700
30465,DB00583,D002051
30466,DB00583,D020329
30467,DB00583,D014010
30468,DB00583,D012868
30469,DB00583,D003234
30470,DB00583,D025241
30471,DB00583,D002178
30472,DB00583,D004938
30473,DB00583,D016889
30474,DB00583,D000077195
30475,DB00583,D005879
30476,DB00583,D010673
30477,DB00583,D020190
30478,DB00583,D009902
30479,DB00583,D009157
30480,DB00583,D010001
30481,DB00583,D010510
30482,DB00583,D000075222
30483,DB00583,D014917
30484,DB00583,D055752
30485,DB00583,D009290
30486,DB00583,D065768
30487,DB00583,D020275
30488,DB00583,D012541
30489,DB00583,D011111
30490,DB00583,D009396
30491,DB00583,D020326
30492,DB00583,D007011
30493,DB00583,D006937
30494,DB00583,D012512
30495,DB00583,D053098
30496,DB00583,D054179
30497,DB00583,D052018
30498,DB00583,D007873
30499,DB00583,D004892
30500,DB00583,D010373
30501,DB00583,D011695
30502,DB00583,D004832
30503,DB00583,D009373
30504,DB00583,D010916
30505,DB00583,D012507
30506,DB00583,D017241
30507,DB00583,D004421
30508,DB00583,D001523
30509,DB00583,D016112
30510,DB00583,D007918
30511,DB00583,D006333
30512,DB00583,D004829
30513,DB00583,D012516
30514,DB00583,D003966
30515,DB00583,D000312
30516,DB00583,D000690
30517,DB00583,D013736
30518,DB00583,D012514
30519,DB00583,D019851
30520,DB00583,D006528
30521,DB00583,D004820
30522,DB00583,D006509
30523,DB00583,D010911
30524,DB00583,D018273
30525,DB00583,D011087
30526,DB00583,D040181
30527,DB00583,D006934
30528,DB00583,D003550
30529,DB00583,D003453
30530,DB00583,D010488
30531,DB00583,D018288
30532,DB00583,D019578
30533,DB00583,D002602
30534,DB00583,D055953
30535,DB00583,D022124
30536,DB00583,D000848
30537,DB00583,D002386
30538,DB00583,D002647
30539,DB00583,D006069
30540,DB00583,D006954
30541,DB00583,D015043
30542,DB00583,D017114
30543,DB00583,D003424
30544,DB00583,D006111
30545,DB00583,D009165
30546,DB00583,D003480
30547,DB00583,D012010
30548,DB00583,D000505
30549,DB00583,D014820
30550,DB00583,D002862
30551,DB00583,D001072
30552,DB00583,D001606
30553,DB00583,D014435
30554,DB00583,D000881
30555,DB00583,D006086
30556,DB00583,D008228
30557,DB00583,D016649
30558,DB00583,D006828
30559,DB00583,D013587
30560,DB00583,D013915
30561,DB00583,D005738
30562,DB00583,D015228
30563,DB00583,D001759
30564,DB00583,D012509
30565,DB00583,D002822
30566,DB00583,D014406
30567,DB00583,D001157
30568,DB00583,D051474
30569,DB00583,D014402
30570,DB00583,D000562
30571,DB00583,D003047
30572,DB00583,D020790
30573,DB00583,D008219
30574,DB00583,D010284
30575,DB00583,D053206
30576,DB00583,D009190
30577,DB00583,D007251
30578,DB00583,D008288
30579,DB00583,D006660
30580,DB00583,D020961
30581,DB00583,D007644
30582,DB00583,D012532
30583,DB00583,D009091
30584,DB00583,D009080
30585,DB00583,D043183
30586,DB00583,D017515
30587,DB00583,D005873
30588,DB00583,D016585
30589,DB00583,D046152
30590,DB00583,D005910
30591,DB00583,D008269
30592,DB00583,D004374
30593,DB00583,D011020
30594,DB00583,D016736
30595,DB00583,D012859
30596,DB00583,D015352
30597,DB00583,D008268
30598,DB00583,D007645
30599,DB00583,D014802
30600,DB00583,D010930
30601,DB00583,D007943
30602,DB00583,D050031
30603,DB00583,D055728
30604,DB00583,D002280
30605,DB00583,D020385
30606,DB00583,D001259
30607,DB00583,D028226
30608,DB00583,D006962
30609,DB00583,D013132
30610,DB00583,D004422
30611,DB00583,D006816
30612,DB00583,D001477
30613,DB00583,D000707
30614,DB00583,D014437
30615,DB00583,D020388
30616,DB00583,D018263
30617,DB00583,D003928
30618,DB00583,D013174
30619,DB00583,D005198
30620,DB00583,D000347
30621,DB00583,D018197
30622,DB00583,D011225
30623,DB00583,D018798
30624,DB00583,D017488
30625,DB00583,D001987
30626,DB00583,D003555
30627,DB00583,D003586
30628,DB00583,D004893
30629,DB00583,D005687
30630,DB00583,D029503
30631,DB00583,D008181
30632,DB00583,D000141
30633,DB00583,D007896
30634,DB00583,D009855
30635,DB00583,D020514
30636,DB00583,D014123
30637,DB00583,D011115
30638,DB00583,D004169
30639,DB00583,D002446
30640,DB00583,D008545
30641,DB00583,D006966
30642,DB00583,D056693
30643,DB00583,D014927
30644,DB00583,D010383
30645,DB00583,D055623
30646,DB00583,D002771
30647,DB00583,D012612
30648,DB00583,D054221
30649,DB00583,D004697
30650,DB00583,D014245
30651,DB00583,D008105
30652,DB00583,D009437
30653,DB00583,D017490
30654,DB00583,D005359
30655,DB00583,D011125
30656,DB00583,D012555
30657,DB00583,D006929
30658,DB00583,D004761
30659,DB00583,D012175
30660,DB00583,D001162
30661,DB00583,D008088
30662,DB00583,D015419
30663,DB00583,D010229
30664,DB00583,D017229
30665,DB00583,D002780
30666,DB00583,D000172
30667,DB00583,D002294
30668,DB00583,D018901
30669,DB00583,D002006
30670,DB00583,D013919
30671,DB00583,D054437
30672,DB00583,D003731
30673,DB00583,D031249
30674,DB00583,D003414
30675,DB00583,D006950
30676,DB00583,D056729
30677,DB00583,D013322
30678,DB00583,D008589
30679,DB00583,D052537
30680,DB00583,D008527
30681,DB00583,D013964
30682,DB00583,D002971
30683,DB00583,D017492
30684,DB00583,D013920
30685,DB00583,D000306
30686,DB00583,D010282
30687,DB00583,D013922
30688,DB00583,D001474
30689,DB00583,D020096
30690,DB00583,D007922
30691,DB00583,D004165
30692,DB00583,D005271
30693,DB00583,D052536
30694,DB00583,D001176
30695,DB00583,D015211
30696,DB00583,D018357
30697,DB00583,D008305
30698,DB00583,D006394
30699,DB00583,D015459
30700,DB00583,D006501
30701,DB00583,D012552
30702,DB00583,D017887
30703,DB00583,D017681
30704,DB00583,D009889
30705,DB00583,D014202
30706,DB00583,D000743
30707,DB00583,D012614
30708,DB00583,D003218
30709,DB00583,D015001
30710,DB00583,D003551
30711,DB00583,D020194
30712,DB00583,D000196
30713,DB00583,D018633
30714,DB00583,D006953
30715,DB00583,D018785
30716,DB00583,D011778
30717,DB00583,D015267
30718,DB00583,D056725
30719,DB00583,D007566
30720,DB00583,D014648
30721,DB00583,D009956
30722,DB00583,D001321
30723,DB00583,D011019
30724,DB00583,D010237
30725,DB00583,D016878
30726,DB00583,D015499
30727,DB00583,D014355
30728,DB00583,D008581
30729,DB00583,D004802
30730,DB00583,D014141
30731,DB00583,D000542
30732,DB00583,D001254
30733,DB00583,D001196
30734,DB00583,D008175
30735,DB00583,D052556
30736,DB00583,D013742
30737,DB00583,D007057
30738,DB00583,D015175
30739,DB00583,D006527
30740,DB00583,D005878
30741,DB00583,D007676
30742,DB00583,D006946
30743,DB00583,D005356
30744,DB00583,D053579
30745,DB00583,D003294
30746,DB00583,D011546
30747,DB00583,D014973
30748,DB00583,D020246
30749,DB00583,D005211
30750,DB00583,D009617
30751,DB00583,D002239
30752,DB00583,D018856
30753,DB00583,D006932
30754,DB00583,D003457
30755,DB00583,D005892
30756,DB00583,D005776
30757,DB00583,D020513
30758,DB00583,D000749
30759,DB00583,D005877
30760,DB00583,D014846
30761,DB00583,D003003
30762,DB00583,D024741
30763,DB00583,D010505
30764,DB00583,D018879
30765,DB00583,D003929
30766,DB00583,D008947
30767,DB00583,D063730
30768,DB00583,D020165
30769,DB00583,D008708
30770,DB00583,D003930
30771,DB00583,D000745
30772,DB00583,D009135
30773,DB00583,D019693
30774,DB00583,D007888
30775,DB00583,D012061
30776,DB00583,D013344
30777,DB00583,D002169
30778,DB00583,D000015
30779,DB00583,D013771
30780,DB00583,D020159
30781,DB00583,D014201
30782,DB00583,D016403
30783,DB00583,D001068
30784,DB00583,D007876
30785,DB00583,D007177
30786,DB00583,D018207
30787,DB00583,D020915
30788,DB00583,D006712
30789,DB00583,D006725
30790,DB00583,D004443
30791,DB00583,D000326
30792,DB00583,D003554
30793,DB00583,D014257
30794,DB00583,D006100
30795,DB00583,D011081
30796,DB00583,D012373
30797,DB00583,D020163
30798,DB00583,D007946
30799,DB00799,D003876
30800,DB00799,D001943
30801,DB00799,D001932
30802,DB00799,D001289
30803,DB00799,D001281
30804,DB00799,D006526
30805,DB00307,D018879
30806,DB00957,D006973
30807,DB00957,D001249
30808,DB00957,D003876
30809,DB00957,D001943
30810,DB00957,D001932
30811,DB00957,D009298
30812,DB00957,D012559
30813,DB00957,D010003
30814,DB00957,D065631
30815,DB00957,D015451
30816,DB00957,D011565
30817,DB00957,D001172
30818,DB00957,D006689
30819,DB00957,D003924
30820,DB00957,D000152
30821,DB00957,D054198
30822,DB00957,D015470
30823,DB00957,D006319
30824,DB00957,D015464
30825,DB00957,D007592
30826,DB00957,D010300
30827,DB00957,D004401
30828,DB00957,D009182
30829,DB00957,D003093
30830,DB00957,D009103
30831,DB00957,D005764
30832,DB00957,D009101
30833,DB00957,D001764
30834,DB00957,D020734
30835,DB00957,D010437
30836,DB00957,D005902
30837,DB00957,D001171
30838,DB00957,D014376
30839,DB00957,D010024
30840,DB00957,D003863
30841,DB00957,D001281
30842,DB00957,D016584
30843,DB00957,D000787
30844,DB00957,D008224
30845,DB00957,D002177
30846,DB00957,D001289
30847,DB00957,D006073
30848,DB00957,D012628
30849,DB00957,D003371
30850,DB00957,D012148
30851,DB00957,D008178
30852,DB00957,D007319
30853,DB00957,D009404
30854,DB00957,D013274
30855,DB00957,D003922
30856,DB00957,D008180
30857,DB00957,D009771
30858,DB00957,D020522
30859,DB00957,D006949
30860,DB00957,D001145
30861,DB00957,D002644
30862,DB00957,D031845
30863,DB00957,D015179
30864,DB00957,D013167
30865,DB00957,D014005
30866,DB00957,D017449
30867,DB00957,D002292
30868,DB00957,D001762
30869,DB00957,D010392
30870,DB00957,D016481
30871,DB00957,D015212
30872,DB00957,D004715
30873,DB00957,D054218
30874,DB00957,D008575
30875,DB00957,D010391
30876,DB00957,D009203
30877,DB00957,D002289
30878,DB00957,D001714
30879,DB00957,D015658
30880,DB00957,D017285
30881,DB00957,D006980
30882,DB00957,D001528
30883,DB00957,D029424
30884,DB00957,D006938
30885,DB00957,D046589
30886,DB00957,D001749
30887,DB00957,D001008
30888,DB00957,D016411
30889,DB00957,D011471
30890,DB00957,D007006
30891,DB00957,D003324
30892,DB00957,D013262
30893,DB00957,D018232
30894,DB00957,D012595
30895,DB00957,D006526
30896,DB00957,D000224
30897,DB00957,D010190
30898,DB00957,D065627
30899,DB00957,D013203
30900,DB00957,D010051
30901,DB00957,D000744
30902,DB00957,D005705
30903,DB00957,D000083242
30904,DB00957,D001228
30905,DB00957,D000544
30906,DB00957,D010033
30907,DB00957,D000437
30908,DB00957,D009765
30909,DB00957,D006976
30910,DB00957,D006030
30911,DB00957,D006561
30912,DB00957,D013036
30913,DB00957,D002583
30914,DB00957,D016553
30915,DB00957,D008010
30916,DB00957,D002819
30917,DB00957,D014890
30918,DB00957,D011928
30919,DB00957,D013968
30920,DB00957,D009447
30921,DB00957,D009128
30922,DB00957,D001327
30923,DB00957,D011085
30924,DB00957,D013700
30925,DB00957,D002051
30926,DB00957,D020329
30927,DB00957,D014010
30928,DB00957,D012868
30929,DB00957,D003234
30930,DB00957,D025241
30931,DB00957,D002178
30932,DB00957,D004938
30933,DB00957,D016889
30934,DB00957,D000077195
30935,DB00957,D005879
30936,DB00957,D010673
30937,DB00957,D020190
30938,DB00957,D009902
30939,DB00957,D009157
30940,DB00957,D010001
30941,DB00957,D010510
30942,DB00957,D000075222
30943,DB00957,D014917
30944,DB00957,D055752
30945,DB00957,D009290
30946,DB00957,D065768
30947,DB00957,D020275
30948,DB00957,D012541
30949,DB00957,D011111
30950,DB00957,D009396
30951,DB00957,D020326
30952,DB00957,D007011
30953,DB00957,D006937
30954,DB00957,D012512
30955,DB00957,D053098
30956,DB00957,D054179
30957,DB00957,D052018
30958,DB00957,D007873
30959,DB00957,D004892
30960,DB00957,D010373
30961,DB00957,D011695
30962,DB00957,D004832
30963,DB00957,D009373
30964,DB00957,D010916
30965,DB00957,D012507
30966,DB00957,D017241
30967,DB00957,D004421
30968,DB00957,D001523
30969,DB00957,D016112
30970,DB00957,D007918
30971,DB00957,D006333
30972,DB00957,D004829
30973,DB00957,D012516
30974,DB00957,D003966
30975,DB00957,D000312
30976,DB00957,D000690
30977,DB00957,D013736
30978,DB00957,D012514
30979,DB00957,D019851
30980,DB00957,D006528
30981,DB00957,D004820
30982,DB00957,D006509
30983,DB00957,D010911
30984,DB00957,D018273
30985,DB00957,D011087
30986,DB00957,D040181
30987,DB00957,D006934
30988,DB00957,D003550
30989,DB00957,D003453
30990,DB00957,D010488
30991,DB00957,D018288
30992,DB00957,D019578
30993,DB00957,D002602
30994,DB00957,D055953
30995,DB00957,D022124
30996,DB00957,D000848
30997,DB00957,D002386
30998,DB00957,D002647
30999,DB00957,D006069
31000,DB00957,D006954
31001,DB00957,D015043
31002,DB00957,D017114
31003,DB00957,D003424
31004,DB00957,D006111
31005,DB00957,D009165
31006,DB00957,D003480
31007,DB00957,D012010
31008,DB00957,D000505
31009,DB00957,D014820
31010,DB00957,D002862
31011,DB00957,D001072
31012,DB00957,D001606
31013,DB00957,D014435
31014,DB00957,D000881
31015,DB00957,D006086
31016,DB00957,D008228
31017,DB00957,D016649
31018,DB00957,D006828
31019,DB00957,D013587
31020,DB00957,D013915
31021,DB00957,D005738
31022,DB00957,D015228
31023,DB00957,D001759
31024,DB00957,D012509
31025,DB00957,D002822
31026,DB00957,D014406
31027,DB00957,D001157
31028,DB00957,D051474
31029,DB00957,D014402
31030,DB00957,D000562
31031,DB00957,D003047
31032,DB00957,D020790
31033,DB00957,D008219
31034,DB00957,D010284
31035,DB00957,D053206
31036,DB00957,D009190
31037,DB00957,D007251
31038,DB00957,D008288
31039,DB00957,D006660
31040,DB00957,D020961
31041,DB00957,D007644
31042,DB00957,D012532
31043,DB00957,D009091
31044,DB00957,D009080
31045,DB00957,D043183
31046,DB00957,D017515
31047,DB00957,D005873
31048,DB00957,D016585
31049,DB00957,D046152
31050,DB00957,D005910
31051,DB00957,D008269
31052,DB00957,D004374
31053,DB00957,D011020
31054,DB00957,D016736
31055,DB00957,D012859
31056,DB00957,D015352
31057,DB00957,D008268
31058,DB00957,D007645
31059,DB00957,D014802
31060,DB00957,D010930
31061,DB00957,D007943
31062,DB00957,D050031
31063,DB00957,D055728
31064,DB00957,D002280
31065,DB00957,D020385
31066,DB00957,D001259
31067,DB00957,D028226
31068,DB00957,D006962
31069,DB00957,D013132
31070,DB00957,D004422
31071,DB00957,D006816
31072,DB00957,D001477
31073,DB00957,D000707
31074,DB00957,D014437
31075,DB00957,D020388
31076,DB00957,D018263
31077,DB00957,D003928
31078,DB00957,D013174
31079,DB00957,D005198
31080,DB00957,D000347
31081,DB00957,D018197
31082,DB00957,D011225
31083,DB00957,D018798
31084,DB00957,D017488
31085,DB00957,D001987
31086,DB00957,D003555
31087,DB00957,D003586
31088,DB00957,D004893
31089,DB00957,D005687
31090,DB00957,D029503
31091,DB00957,D008181
31092,DB00957,D000141
31093,DB00957,D007896
31094,DB00957,D009855
31095,DB00957,D020514
31096,DB00957,D014123
31097,DB00957,D011115
31098,DB00957,D004169
31099,DB00957,D002446
31100,DB00957,D008545
31101,DB00957,D006966
31102,DB00957,D056693
31103,DB00957,D014927
31104,DB00957,D010383
31105,DB00957,D055623
31106,DB00957,D002771
31107,DB00957,D012612
31108,DB00957,D054221
31109,DB00957,D004697
31110,DB00957,D014245
31111,DB00957,D008105
31112,DB00957,D009437
31113,DB00957,D017490
31114,DB00957,D005359
31115,DB00957,D011125
31116,DB00957,D012555
31117,DB00957,D006929
31118,DB00957,D004761
31119,DB00957,D012175
31120,DB00957,D001162
31121,DB00957,D008088
31122,DB00957,D015419
31123,DB00957,D010229
31124,DB00957,D017229
31125,DB00957,D002780
31126,DB00957,D000172
31127,DB00957,D002294
31128,DB00957,D018901
31129,DB00957,D002006
31130,DB00957,D013919
31131,DB00957,D054437
31132,DB00957,D003731
31133,DB00957,D031249
31134,DB00957,D003414
31135,DB00957,D006950
31136,DB00957,D056729
31137,DB00957,D013322
31138,DB00957,D008589
31139,DB00957,D052537
31140,DB00957,D008527
31141,DB00957,D013964
31142,DB00957,D002971
31143,DB00957,D017492
31144,DB00957,D013920
31145,DB00957,D000306
31146,DB00957,D010282
31147,DB00957,D013922
31148,DB00957,D001474
31149,DB00957,D020096
31150,DB00957,D007922
31151,DB00957,D004165
31152,DB00957,D005271
31153,DB00957,D052536
31154,DB00957,D001176
31155,DB00957,D015211
31156,DB00957,D018357
31157,DB00957,D008305
31158,DB00957,D006394
31159,DB00957,D015459
31160,DB00957,D006501
31161,DB00957,D012552
31162,DB00957,D017887
31163,DB00957,D017681
31164,DB00957,D009889
31165,DB00957,D014202
31166,DB00957,D000743
31167,DB00957,D012614
31168,DB00957,D003218
31169,DB00957,D015001
31170,DB00957,D003551
31171,DB00957,D020194
31172,DB00957,D000196
31173,DB00957,D018633
31174,DB00957,D006953
31175,DB00957,D018785
31176,DB00957,D011778
31177,DB00957,D015267
31178,DB00957,D056725
31179,DB00957,D007566
31180,DB00957,D014648
31181,DB00957,D009956
31182,DB00957,D001321
31183,DB00957,D011019
31184,DB00957,D010237
31185,DB00957,D016878
31186,DB00957,D015499
31187,DB00957,D014355
31188,DB00957,D008581
31189,DB00957,D004802
31190,DB00957,D014141
31191,DB00957,D000542
31192,DB00957,D001254
31193,DB00957,D001196
31194,DB00957,D008175
31195,DB00957,D052556
31196,DB00957,D013742
31197,DB00957,D007057
31198,DB00957,D015175
31199,DB00957,D006527
31200,DB00957,D005878
31201,DB00957,D007676
31202,DB00957,D006946
31203,DB00957,D005356
31204,DB00957,D053579
31205,DB00957,D003294
31206,DB00957,D011546
31207,DB00957,D014973
31208,DB00957,D020246
31209,DB00957,D005211
31210,DB00957,D009617
31211,DB00957,D002239
31212,DB00957,D018856
31213,DB00957,D006932
31214,DB00957,D003457
31215,DB00957,D005892
31216,DB00957,D005776
31217,DB00957,D020513
31218,DB00957,D000749
31219,DB00957,D005877
31220,DB00957,D014846
31221,DB00957,D003003
31222,DB00957,D024741
31223,DB00957,D010505
31224,DB00957,D018879
31225,DB00957,D003929
31226,DB00957,D008947
31227,DB00957,D063730
31228,DB00957,D020165
31229,DB00957,D008708
31230,DB00957,D003930
31231,DB00957,D000745
31232,DB00957,D009135
31233,DB00957,D019693
31234,DB00957,D007888
31235,DB00957,D012061
31236,DB00957,D013344
31237,DB00957,D002169
31238,DB00957,D000015
31239,DB00957,D013771
31240,DB00957,D020159
31241,DB00957,D014201
31242,DB00957,D016403
31243,DB00957,D001068
31244,DB00957,D007876
31245,DB00957,D007177
31246,DB00957,D018207
31247,DB00957,D020915
31248,DB00957,D006712
31249,DB00957,D006725
31250,DB00957,D004443
31251,DB00957,D000326
31252,DB00957,D003554
31253,DB00957,D014257
31254,DB00957,D006100
31255,DB00957,D011081
31256,DB00957,D012373
31257,DB00957,D020163
31258,DB00957,D007946
31259,DB00337,D003876
31260,DB00863,D006973
31261,DB00863,D001249
31262,DB00863,D001943
31263,DB00863,D001932
31264,DB00863,D009298
31265,DB00863,D012559
31266,DB00863,D010003
31267,DB00863,D001172
31268,DB00863,D006689
31269,DB00863,D003924
31270,DB00863,D000152
31271,DB00863,D006319
31272,DB00863,D001764
31273,DB00863,D005902
31274,DB00863,D001171
31275,DB00863,D002177
31276,DB00863,D001289
31277,DB00863,D006073
31278,DB00863,D012628
31279,DB00863,D003371
31280,DB00863,D012148
31281,DB00863,D008178
31282,DB00863,D007319
31283,DB00863,D009404
31284,DB00863,D006980
31285,DB00863,D001528
31286,DB00863,D001749
31287,DB00863,D001008
31288,DB00863,D011471
31289,DB00863,D007006
31290,DB00863,D003324
31291,DB00863,D018232
31292,DB00863,D012595
31293,DB00863,D006526
31294,DB00863,D000224
31295,DB00863,D010190
31296,DB00863,D001228
31297,DB00863,D000544
31298,DB00863,D010033
31299,DB00863,D000437
31300,DB00863,D009765
31301,DB00863,D006976
31302,DB00863,D006030
31303,DB00863,D006561
31304,DB00863,D013036
31305,DB00863,D002583
31306,DB00863,D008010
31307,DB00863,D002819
31308,DB00863,D014890
31309,DB00863,D011928
31310,DB00863,D013968
31311,DB00863,D009447
31312,DB00863,D009128
31313,DB00863,D001327
31314,DB00863,D011085
31315,DB00863,D013700
31316,DB00863,D002051
31317,DB00863,D014010
31318,DB00863,D012868
31319,DB00863,D003234
31320,DB00863,D002178
31321,DB00863,D004938
31322,DB00863,D000077195
31323,DB00863,D005879
31324,DB00863,D010673
31325,DB00863,D020190
31326,DB00863,D009902
31327,DB00863,D009157
31328,DB00863,D010001
31329,DB00863,D010510
31330,DB00863,D000075222
31331,DB00863,D014917
31332,DB00863,D055752
31333,DB00863,D009290
31334,DB00863,D020275
31335,DB00863,D012541
31336,DB00863,D011111
31337,DB00863,D009396
31338,DB00863,D020326
31339,DB00863,D007011
31340,DB00863,D006937
31341,DB00863,D012512
31342,DB00863,D053098
31343,DB00863,D054179
31344,DB00863,D052018
31345,DB00863,D007873
31346,DB00863,D004892
31347,DB00863,D010373
31348,DB00863,D011695
31349,DB00863,D004832
31350,DB00863,D009373
31351,DB00863,D010916
31352,DB00863,D012507
31353,DB00863,D017241
31354,DB00863,D004421
31355,DB00863,D001523
31356,DB00863,D016112
31357,DB00863,D007918
31358,DB00863,D006333
31359,DB00863,D004829
31360,DB00863,D012516
31361,DB00863,D003966
31362,DB00863,D000312
31363,DB00863,D000690
31364,DB00863,D013736
31365,DB00863,D012514
31366,DB00863,D019851
31367,DB00863,D006528
31368,DB00863,D004820
31369,DB00863,D006509
31370,DB00863,D010911
31371,DB00863,D018273
31372,DB00863,D011087
31373,DB00863,D040181
31374,DB00863,D006934
31375,DB00863,D003550
31376,DB00863,D003453
31377,DB00863,D010488
31378,DB00863,D018288
31379,DB00863,D019578
31380,DB00863,D002602
31381,DB00863,D055953
31382,DB00863,D022124
31383,DB00863,D000848
31384,DB00863,D002386
31385,DB00863,D002647
31386,DB00863,D006069
31387,DB00863,D006954
31388,DB00863,D015043
31389,DB00863,D017114
31390,DB00863,D003424
31391,DB00863,D006111
31392,DB00863,D009165
31393,DB00863,D003480
31394,DB00863,D012010
31395,DB00863,D000505
31396,DB00863,D014820
31397,DB00863,D002862
31398,DB00863,D001072
31399,DB00863,D001606
31400,DB00863,D014435
31401,DB00863,D000881
31402,DB00863,D006086
31403,DB00863,D008228
31404,DB00863,D016649
